Time_s,Peak_uA,Dip_uA
35026.245,6671.197,0.145
35043.745,6669.011,0.157
35061.245,6662.09,0.155
35078.745,6667.378,0.165
35096.245,6654.745,0.166
35131.245,6656.864,0.162
35148.745,6662.025,0.156
35166.245,6660.487,0.145
35183.745,6661.387,0.16
35201.245,6662.76,0.157
35218.745,6661.692,0.16
35236.245,6651.515,0.153
35253.745,6652.64,0.161
35271.245,6667.662,0.173
35288.745,6656.853,0.156
35306.245,6671.921,0.153
35323.745,6672.325,0.162
35341.245,6667.866,0.159
35358.745,6672.881,0.166
35376.245,6681.216,0.166
35393.745,6669.871,0.145
35411.245,6662.516,0.156
35428.745,6665.983,0.156
35446.245,6809.818,0.175
35463.745,6673.44,0.173
35481.245,6677.079,0.17
35498.745,6688.308,0.176
35516.245,6690.056,0.197
35533.745,6679.63,0.185
35551.245,6685.16,0.172
35568.745,6680.588,0.169
35586.245,6677.761,0.164
35603.745,6671.842,0.156
35621.245,6691.321,0.153
35638.745,6664.536,0.174
35656.245,6666.709,0.161
35673.745,6674.588,0.163
35691.245,6692.101,0.16
35708.745,6685.271,0.152
35726.245,6676.816,0.165
35743.745,6675.751,0.164
35761.245,6682.327,0.177
35778.745,6672.474,0.184
35796.245,6683.041,0.178
35813.745,6672.898,0.176
35831.245,6689.354,0.159
35848.745,6694.265,0.158
35866.245,6688.338,0.191
35883.745,6691.633,0.182
35901.245,6678.108,0.174
35918.745,6660.97,0.153
35936.245,6677.648,0.151
35953.745,6683.856,0.176
35971.245,6675.491,0.166
35988.745,6682.445,0.167
36006.245,6649.281,0.145
36023.745,6699.947,0.172
36041.245,6695.332,0.187
36058.745,6688.14,0.164
36076.245,6696.687,0.179
36093.745,6693.715,0.175
36111.245,6702.256,0.168
36128.745,6699.934,0.175
36146.245,6699.037,0.159
36163.745,6711.216,0.187
36181.245,6696.437,0.174
36198.745,6686.722,0.158
36216.245,6706.296,0.189
36233.745,6697.359,0.183
36251.245,6711.259,0.172
36268.745,6696.865,0.171
36286.245,6712.362,0.178
36303.745,6705.482,0.173
36321.245,6714.981,0.174
36338.745,6710.365,0.17
36356.245,6695.895,0.192
36373.745,6690.525,0.167
36391.245,6712.001,0.183
36408.745,6683.486,0.174
36426.245,6699.778,0.172
36443.745,6721.687,0.186
36461.245,6703.526,0.185
36478.745,6704.679,0.19
36496.245,6711.653,0.175
36513.745,6716.122,0.182
36531.245,6704.726,0.188
36548.745,6709.51,0.18
36566.245,6707.916,0.177
36583.745,6691.648,0.155
36601.245,6703.374,0.133
36618.745,6700.062,0.154
36636.245,6702.208,0.162
36653.745,6690.459,0.159
36671.245,6722.706,0.162
36688.745,6711.566,0.158
36706.245,6719.155,0.181
36723.745,6703.904,0.153
36741.245,6711.672,0.152
36758.745,6717.393,0.173
36776.245,6723.567,0.175
36793.745,6726.015,0.168
36811.245,6715.602,0.188
36828.745,6706.959,0.178
36846.245,6727.875,0.179
36863.745,6731.974,0.185
36881.245,6724.436,0.171
36898.745,6720.406,0.168
36916.245,6732.098,0.184
36933.745,6724.956,0.161
36951.245,6716.362,0.158
36968.745,6717.032,0.168
36986.245,6714.408,0.146
37003.745,6703.155,0.179
37021.245,6716.033,0.173
37038.745,6709.039,0.163
37056.245,6711.208,0.153
37073.745,6714.695,0.161
37091.245,6709.152,0.175
37108.745,6718.153,0.154
37126.245,6690.089,0.16
37143.745,6701.803,0.167
37161.245,6711.627,0.15
37178.745,6711.36,0.158
37196.245,6729.586,0.179
37213.745,6713.936,0.179
37231.245,6730.55,0.177
37248.745,6745.328,0.184
37266.245,6722.854,0.175
37283.745,6716.481,0.161
37301.245,6719.478,0.165
37318.745,6726.747,0.178
37336.245,6736.134,0.181
37353.745,6728.011,0.168
37371.245,6706.891,0.163
37388.745,6715.453,0.164
37406.245,6730.755,0.162
37423.745,6722.847,0.151
37441.245,6709.134,0.151
37458.745,6717.921,0.143
37476.245,6718.923,0.154
37493.745,6709.364,0.165
37511.245,6743.443,0.165
37528.745,6736.716,0.161
37546.245,6747.177,0.169
37563.745,6736.74,0.178
37581.245,6735.768,0.18
37598.745,6747.458,0.165
37616.245,6733.791,0.155
37633.745,6748.043,0.173
37651.245,6745.702,0.185
37668.745,6738.974,0.186
37686.245,6733.88,0.177
37703.745,6740.805,0.173
37721.245,6732.391,0.174
37738.745,6748.468,0.15
37756.245,6730.377,0.183
37773.745,6734.92,0.188
37791.245,6739.577,0.18
37808.745,6748.541,0.166
37826.245,6718.668,0.167
37843.745,6737.531,0.159
37861.245,6740.542,0.161
37878.745,6730.455,0.154
37896.245,6720.937,0.167
37913.745,6721.577,0.159
37931.245,6739.207,0.16
37948.745,6732.044,0.165
37966.245,6758.734,0.18
37983.745,6752.578,0.191
38001.245,6760.344,0.184
38018.745,6752.121,0.152
38036.245,6744.649,0.165
38053.745,6734.168,0.152
38071.245,6742.441,0.149
38088.745,6734.728,0.153
38106.245,6738.238,0.155
38123.745,6729.702,0.152
38141.245,6709.771,0.154
38158.745,6739.907,0.171
38176.245,6748.497,0.158
38193.745,6743.131,0.156
38211.245,6727.247,0.153
38228.745,6744.751,0.169
38246.245,6767.827,0.161
38263.745,6755.505,0.152
38281.245,6747.11,0.155
38298.745,6762.551,0.156
38316.245,6743.414,0.148
38333.745,6748.588,0.17
38351.245,6758.329,0.169
38368.745,6765.485,0.147
38386.245,6747.304,0.162
38403.745,6755.586,0.152
38421.245,6760.977,0.149
38438.745,6732.942,0.162
38456.245,6741.345,0.164
38473.745,6742.702,0.163
38491.245,6745.817,0.16
38508.745,6739.689,0.153
38526.245,6744.95,0.164
38543.745,6734.854,0.158
38561.245,6754.892,0.172
38578.745,6760.936,0.162
38596.245,6767.404,0.158
38613.745,6755.083,0.16
38631.245,6758.348,0.158
38648.745,6762.988,0.164
38666.245,6757.585,0.169
38683.745,6756.311,0.176
38701.245,6769.564,0.168
38718.745,6776.489,0.164
38736.245,6775.158,0.162
38753.745,6784.84,0.177
38771.245,6775.71,0.166
38788.745,6782.337,0.174
38806.245,6771.237,0.184
38823.745,6765.505,0.182
38841.245,6777.121,0.178
38858.745,6781.697,0.166
38876.245,6755.675,0.174
38893.745,6753.53,0.198
38911.245,6772.377,0.183
38928.745,6753.883,0.184
38946.245,6754.183,0.164
38963.745,6759.211,0.162
38981.245,6776.395,0.19
38998.745,6771.039,0.199
39016.245,6771.298,0.198
39033.745,6757.806,0.186
39051.245,6744.948,0.171
39068.745,6739.372,0.172
39086.245,6742.125,0.174
39103.745,6764.772,0.171
39121.245,6742.078,0.191
39138.745,6723.908,0.183
39156.245,6743.051,0.178
39173.745,6737.967,0.189
39191.245,6741.776,0.176
39208.745,6735.99,0.157
39226.245,6731.19,0.166
39243.745,6737.038,0.168
39261.245,6732.286,0.166
39278.745,6724.734,0.159
39296.245,6698.43,0.167
39313.745,6704.82,0.169
39331.245,6702.294,0.168
39348.745,6715.467,0.167
39366.245,6701.666,0.163
39383.745,6708.343,0.194
39401.245,6699.403,0.185
39418.745,6687.319,0.178
39436.245,6704.491,0.166
39453.745,6704.27,0.188
39471.245,6688.552,0.174
39488.745,6684.398,0.172
39506.245,6683.086,0.175
39523.745,6686.249,0.192
39541.245,6665.386,0.175
39558.745,6685.956,0.191
39576.245,6656.643,0.183
39593.745,6675.88,0.172
39611.245,6658.229,0.182
39628.745,6661.629,0.163
39646.245,6657.308,0.16
39663.745,6653.129,0.17
39681.245,6650.906,0.176
39698.745,6650.208,0.179
39716.245,6639.146,0.173
39733.745,6630.71,0.161
39751.245,6617.813,0.159
39768.745,6624.315,0.162
39786.245,6621.73,0.162
39803.745,6595.44,0.181
39821.245,6602.145,0.161
39838.745,6616.789,0.159
39856.245,6622.331,0.171
39873.745,6606.659,0.158
39891.245,6604.663,0.165
39908.745,6595.883,0.178
39926.245,6597.703,0.163
39943.745,6592.229,0.175
39961.245,6576.124,0.154
39978.745,6597.977,0.169
39996.245,6575.467,0.173
40013.745,6572.188,0.158
40031.245,6586.813,0.173
40048.745,6581.209,0.174
40066.245,6577.194,0.196
40083.745,6568.007,0.196
40101.245,6563.38,0.175
40118.745,6557.542,0.187
40136.245,6544.885,0.183
40153.745,6561.651,0.188
40171.245,6543.635,0.193
40188.745,6543.841,0.177
40206.245,6530.768,0.173
40223.745,6530.773,0.176
40241.245,6531.696,0.196
40258.745,6531.024,0.17
40276.245,6534.435,0.188
40293.745,6545.647,0.196
40311.245,6498.938,0.19
40328.745,6499.629,0.177
40346.245,6503.761,0.18
40363.745,6495.804,0.17
40381.245,6666.9,0.177
40398.745,6488.451,0.199
40416.245,6486.602,0.19
40433.745,6483.743,0.197
40451.245,6485.535,0.2
40468.745,6504.084,0.217
40486.245,6474.875,0.225
40503.745,6490.498,0.221
40538.745,6453.759,0.218
40556.245,6471.811,0.201
40573.745,6463.265,0.222
40591.245,6468.1,0.219
40608.745,6462.383,0.216
40626.245,6457.499,0.204
40643.745,6448.947,0.201
40661.245,6433.291,0.212
40678.745,6429.915,0.219
40696.245,6436.793,0.22
40713.745,6421.032,0.23
40731.245,6414.907,0.218
40748.745,6424.167,0.246
40766.245,6406.979,0.221
40783.745,6417.577,0.24
40801.245,6393.386,0.217
40818.745,6393.797,0.216
40836.245,6396.787,0.232
40853.745,6385.312,0.231
40871.245,6388.977,0.232
40888.745,6380.422,0.217
40906.245,6359.074,0.205
40923.745,6376.651,0.224
40941.245,6382.561,0.238
40958.745,6383.02,0.247
40976.245,6376.227,0.259
40993.745,6374.143,0.258
41011.245,6362.723,0.254
41028.745,6353.875,0.254
41046.245,6352.483,0.249
41063.745,6338.522,0.244
41081.245,6341.091,0.254
41098.745,6325.435,0.253
41116.245,6331.777,0.243
41133.745,6322.002,0.238
41151.245,6318.345,0.258
41168.745,6315.36,0.263
41186.245,6303.348,0.265
41203.745,6316.82,0.269
41221.245,6299.546,0.275
41238.745,6303.028,0.286
41256.245,6312.647,0.301
41273.745,6311.138,0.302
41291.245,6312.896,0.293
41308.745,6289.469,0.312
41326.245,6301.731,0.306
41343.745,6301.465,0.296
41361.245,6283.19,0.308
41378.745,6293.203,0.311
41396.245,6272.313,0.339
41413.745,6272.982,0.315
41431.245,6264.498,0.314
41448.745,6274.773,0.315
41466.245,6265.806,0.335
41483.745,6274.266,0.356
41501.245,6258.941,0.348
41518.745,6265.576,0.344
41536.245,6260.519,0.343
41553.745,6249.729,0.36
41571.245,6247.195,0.373
41588.745,6227.36,0.361
41606.245,6238.349,0.377
41623.745,6219.401,0.367
41641.245,6219.961,0.366
41658.745,6215.254,0.363
41676.245,6206.294,0.367
41693.745,6211.826,0.366
41711.245,6190.597,0.381
41728.745,6192.248,0.376
41746.245,6196.557,0.39
41763.745,6199.547,0.4
41781.245,6199.924,0.411
41798.745,6190.649,0.414
41816.245,6182.962,0.419
41833.745,6192.355,0.429
41851.245,6185.665,0.41
41868.745,6194.368,0.444
41886.245,6183.271,0.446
41903.745,6185.76,0.455
41921.245,6174.495,0.444
41938.745,6165.907,0.451
41956.245,6157.333,0.451
41973.745,6161.975,0.452
41991.245,6157.259,0.473
42008.745,6146.575,0.47
42026.245,6147.307,0.474
42043.745,6150.219,0.475
42061.245,6144.636,0.49
42078.745,6134.417,0.489
42096.245,6144.636,0.486
42113.745,6118.811,0.481
42131.245,6124.018,0.5
42148.745,6124.128,0.511
42166.245,6113.183,0.511
42183.745,6124.608,0.512
42201.245,6134.816,0.532
42218.745,6123.855,0.546
42236.245,6136.819,0.564
42253.745,6133.106,0.572
42271.245,6113.411,0.562
42288.745,6126.604,0.573
42306.245,6124.502,0.577
42323.745,6110.262,0.574
42341.245,6127.694,0.591
42358.745,6092.049,0.586
42376.245,6095.048,0.592
42393.745,6100.111,0.581
42411.245,6083.592,0.572
42428.745,6073.421,0.558
42446.245,6086.234,0.558
42463.745,6074.246,0.55
42481.245,6072.504,0.541
42498.745,6070.962,0.54
42516.245,6077.277,0.532
42533.745,6051.271,0.527
42551.245,6063.408,0.513
42568.745,6077.983,0.529
42586.245,6071.944,0.508
42603.745,6063.626,0.483
42621.245,6072.623,0.473
42638.745,6045.92,0.469
42656.245,6068.042,0.472
42673.745,6056.822,0.467
42691.245,6077.822,0.468
42708.745,6061.464,0.464
42726.245,6057.586,0.457
42743.745,6054.091,0.446
42761.245,6065.763,0.431
42778.745,6044.228,0.427
42796.245,6030.627,0.378
42813.745,6052.945,0.354
42831.245,6043.54,0.334
42848.745,6042.351,0.309
42866.245,6060.844,0.304
42883.745,6045.529,0.29
42901.245,6052.683,0.285
42918.745,6058.391,0.28
42936.245,6031.707,0.277
42953.745,6035.386,0.261
42971.245,6046.453,0.286
42988.745,6050.369,0.258
43006.245,6057.658,0.262
43023.745,6046.316,0.265
43041.245,6044.894,0.263
43058.745,6035.136,0.261
43076.245,6055.024,0.266
43093.745,6044.52,0.26
43111.245,6048.797,0.254
43128.745,6046.088,0.262
43146.245,6028.175,0.261
43163.745,6030.943,0.259
43181.245,6028.196,0.254
43198.745,6034.05,0.27
43216.245,6035.943,0.26
43233.745,6034.894,0.259
43251.245,6011.574,0.253
43268.745,6036.999,0.262
43286.245,6020.377,0.262
43303.745,5998.829,0.264
43321.245,6021.346,0.27
43338.745,5998.531,0.246
43356.245,6008.529,0.245
43373.745,6005.846,0.259
43391.245,5993.629,0.276
43408.745,6009.709,0.252
43426.245,5991.262,0.259
43443.745,5980.4,0.242
43461.245,5982.068,0.242
43478.745,5990.573,0.251
43496.245,5976.112,0.254
43513.745,5987.041,0.271
43531.245,5983.616,0.253
43548.745,5975.813,0.26
43566.245,5979.631,0.27
43583.745,5960.039,0.271
43601.245,5981.272,0.259
43618.745,5957.289,0.251
43636.245,5974.167,0.241
43653.745,5963.01,0.274
43671.245,5980.558,0.266
43688.745,5977.38,0.277
43706.245,5968.187,0.287
43723.745,5974.313,0.284
43741.245,5975.438,0.277
43758.745,5971.822,0.274
43776.245,5952.864,0.277
43793.745,5942.289,0.269
43811.245,5951.267,0.261
43828.745,5952.907,0.263
43846.245,5934.612,0.238
43863.745,5938.504,0.23
43881.245,5923.678,0.245
43898.745,5940.255,0.246
43916.245,5918.97,0.255
43933.745,5923.173,0.252
43951.245,5925.75,0.25
43968.745,5935.065,0.236
43986.245,5907.042,0.227
44003.745,5929.435,0.241
44021.245,5911.959,0.237
44038.745,5914.564,0.24
44056.245,5918.35,0.258
44073.745,5919.38,0.24
44091.245,5905.001,0.239
44108.745,5902.582,0.242
44126.245,5931.263,0.267
44143.745,5913.309,0.259
44161.245,5892.896,0.276
44178.745,5912.347,0.253
44196.245,5920.196,0.282
44213.745,5910.897,0.239
44231.245,5914.404,0.252
44248.745,5905.796,0.275
44266.245,5890.867,0.246
44283.745,5906.811,0.261
44301.245,5893.958,0.25
44318.745,5897.41,0.247
44336.245,5897.655,0.268
44353.745,5900.837,0.259
44371.245,5902.941,0.265
44388.745,5881.266,0.261
44406.245,5880.604,0.248
44423.745,5890.639,0.259
44441.245,5894.943,0.261
44458.745,5898.054,0.269
44476.245,5881.238,0.27
44493.745,5885.349,0.264
44511.245,5882.3,0.29
44528.745,5880.855,0.292
44546.245,5890.917,0.277
44563.745,5873.003,0.284
44581.245,5880.009,0.269
44598.745,5881.148,0.28
44616.245,5870.086,0.257
44633.745,5860.979,0.257
44651.245,5849.833,0.264
44668.745,5862.258,0.254
44686.245,5854.144,0.269
44703.745,5860.796,0.254
44721.245,5869.704,0.275
44738.745,5875.313,0.307
44756.245,5871.452,0.295
44773.745,5856.048,0.28
44791.245,5856.286,0.272
44808.745,5855.371,0.261
44826.245,5859.44,0.279
44843.745,5855.723,0.283
44861.245,5855.358,0.279
44878.745,5849.751,0.263
44896.245,5834.842,0.26
44913.745,6062.342,0.287
44931.245,5812.917,0.276
44948.745,5812.009,0.261
44966.245,5832.789,0.263
44983.745,5832.059,0.26
45001.245,5854.399,0.258
45018.745,5805.507,0.269
45036.245,5818.654,0.265
45053.745,5815.496,0.276
45071.245,5820.099,0.24
45088.745,5826.592,0.291
45106.245,5832.469,0.296
45123.745,5828.543,0.288
45141.245,5824.334,0.295
45158.745,5810.766,0.292
45176.245,5813.384,0.296
45193.745,5813.933,0.283
45211.245,5815.46,0.303
45228.745,5815.964,0.297
45246.245,5806.443,0.296
45263.745,5822.346,0.303
45281.245,5824.93,0.292
45298.745,5817.26,0.302
45316.245,5813.229,0.299
45333.745,5793.256,0.288
45351.245,5802.538,0.294
45368.745,5809,0.289
45386.245,5812.667,0.287
45403.745,5800.476,0.28
45421.245,5793.438,0.3
45438.745,5778.783,0.282
45456.245,5790.604,0.269
45473.745,5763.727,0.273
45491.245,5765.48,0.276
45508.745,5788.196,0.291
45526.245,5779.176,0.29
45543.745,5779.314,0.29
45561.245,5788.166,0.308
45578.745,5777.945,0.301
45596.245,5777.895,0.295
45613.745,5769.614,0.297
45631.245,5776.108,0.278
45648.745,5770.708,0.29
45666.245,5786.632,0.302
45683.745,5772.144,0.287
45701.245,5767.659,0.301
45718.745,5767.41,0.293
45736.245,5775.208,0.287
45753.745,5755.013,0.286
45771.245,5773.939,0.297
45788.745,5767.057,0.293
45806.245,5757.037,0.302
45823.745,5762.971,0.286
45841.245,5768.524,0.291
45858.745,5752.203,0.299
45876.245,5749.838,0.295
45893.745,5760.354,0.291
45928.745,5754.068,0.294
45946.245,5755.383,0.288
45963.745,5742.334,0.31
45981.245,5743.68,0.288
45998.745,5745.312,0.293
46016.245,5732.013,0.298
46033.745,5739.855,0.291
46051.245,5762.11,0.296
46068.745,5745.52,0.302
46086.245,5755.679,0.297
46103.745,5749.945,0.304
46121.245,5744.384,0.307
46138.745,5760.423,0.314
46156.245,5765.476,0.308
46173.745,5752.518,0.316
46191.245,5738.237,0.316
46208.745,5745.751,0.307
46226.245,5758.399,0.323
46243.745,5744.543,0.318
46261.245,5773.098,0.318
46278.745,5741.584,0.335
46296.245,5739.532,0.317
46313.745,5738.376,0.322
46331.245,5731.15,0.318
46348.745,5741.428,0.315
46366.245,5757.569,0.342
46383.745,5739.184,0.326
46401.245,5728.682,0.325
46418.745,5716.228,0.311
46436.245,5706.308,0.31
46453.745,5722.36,0.318
46471.245,5724.875,0.315
46488.745,5728.736,0.324
46506.245,5738.665,0.328
46523.745,5738.254,0.327
46541.245,5728.177,0.331
46558.745,5728.118,0.33
46576.245,5723.367,0.328
46593.745,5727.505,0.345
46611.245,5721.495,0.336
46628.745,5724.555,0.325
46646.245,5714.764,0.349
46663.745,5716.498,0.324
46681.245,5719.784,0.328
46698.745,5733.199,0.341
46716.245,5736.135,0.354
46733.745,5728.003,0.34
46751.245,5732.547,0.347
46768.745,5729.335,0.349
46786.245,5725.35,0.349
46803.745,5719.521,0.349
46821.245,5721.681,0.358
46838.745,5722.989,0.354
46856.245,5730.31,0.358
46873.745,5724.873,0.359
46891.245,5718.997,0.343
46908.745,5734.706,0.355
46926.245,5718.1,0.354
46943.745,5747.334,0.346
46961.245,5719.416,0.362
46978.745,5710.413,0.356
46996.245,5721.65,0.354
47013.745,5724.24,0.358
47031.245,5724.047,0.357
47048.745,5713.354,0.35
47066.245,5705.682,0.371
47083.745,5722.969,0.355
47101.245,5706.513,0.355
47118.745,5720.289,0.355
47136.245,5698.013,0.366
47153.745,5709.003,0.361
47171.245,5705.178,0.354
47188.745,5701.258,0.38
47206.245,5702.221,0.36
47223.745,5711.532,0.369
47241.245,5715.046,0.361
47258.745,5696.053,0.357
47276.245,5705.782,0.364
47293.745,5696.516,0.367
47311.245,5706.193,0.359
47328.745,5693.329,0.38
47346.245,5684.848,0.351
47363.745,5688.994,0.364
47381.245,5681.738,0.362
47398.745,5679.773,0.357
47416.245,5680.618,0.361
47433.745,5676.288,0.367
47451.245,5691.27,0.38
47468.745,5707.977,0.388
47486.245,5701.445,0.379
47503.745,5707.705,0.389
47521.245,5692.177,0.383
47538.745,5688.401,0.394
47556.245,5699.94,0.393
47573.745,5689.91,0.382
47591.245,5691.54,0.393
47608.745,5694.116,0.382
47626.245,5697.006,0.374
47643.745,5684.863,0.385
47661.245,5680.752,0.375
47678.745,5682.589,0.382
47696.245,5708.449,0.395
47713.745,5672.274,0.377
47731.245,5670.914,0.384
47748.745,5683.58,0.384
47766.245,5681.32,0.393
47783.745,5676.292,0.38
47801.245,5686.505,0.383
47818.745,5684.416,0.399
47836.245,5658.273,0.393
47853.745,5679.43,0.385
47871.245,5703.311,0.397
47888.745,5677.166,0.374
47906.245,5677.006,0.405
47923.745,5679.134,0.402
47941.245,5677.5,0.39
47958.745,5674.198,0.404
47976.245,5670.323,0.4
47993.745,5667.598,0.414
48011.245,5673.476,0.404
48028.745,5663.236,0.394
48046.245,5676.874,0.414
48063.745,5666.774,0.401
48081.245,5672.674,0.4
48098.745,5665.838,0.409
48116.245,5675.631,0.423
48133.745,5672.293,0.415
48151.245,5678.917,0.424
48168.745,5670.583,0.423
48186.245,5671.51,0.413
48203.745,5684.628,0.417
48221.245,5677.652,0.419
48238.745,5673.544,0.431
48256.245,5668.057,0.427
48273.745,5676.297,0.42
48291.245,5662.877,0.426
48308.745,5672.886,0.427
48326.245,5674.769,0.436
48343.745,5664.257,0.428
48361.245,5681.641,0.431
48378.745,5661.53,0.42
48396.245,5665.757,0.422
48413.745,5688.132,0.434
48431.245,5648.541,0.419
48448.745,5658.447,0.422
48466.245,5657.159,0.424
48483.745,5654.542,0.425
48501.245,5664.375,0.438
48518.745,5650.412,0.431
48536.245,5664.714,0.428
48553.745,5642.112,0.447
48571.245,5653.49,0.438
48588.745,5665.422,0.435
48606.245,5657.151,0.438
48623.745,5658.981,0.436
48641.245,5661.803,0.443
48658.745,5650.51,0.443
48676.245,5658.624,0.442
48693.745,5630.29,0.441
48711.245,5655.626,0.443
48728.745,5650.658,0.443
48746.245,5654.057,0.452
48763.745,5684.583,0.449
48781.245,5651.988,0.452
48798.745,5661.872,0.452
48816.245,5674.963,0.456
48833.745,5656.046,0.466
48851.245,5649.428,0.467
48868.745,5652.033,0.463
48886.245,5658.119,0.457
48903.745,5645.774,0.442
48921.245,5653.644,0.458
48938.745,5642.521,0.459
48956.245,5656.125,0.459
48973.745,5648.909,0.463
48991.245,5682.952,0.459
49008.745,5638.171,0.466
49026.245,5642.158,0.464
49043.745,5639.121,0.467
49061.245,5638.447,0.47
49078.745,5639.188,0.459
49096.245,5652.376,0.463
49113.745,5629.427,0.462
49131.245,5632.906,0.474
49148.745,5637.5,0.469
49166.245,5620.275,0.47
49183.745,5652.606,0.502
49201.245,5638.632,0.494
49218.745,5667.981,0.504
49236.245,5663.257,0.509
49253.745,5695.662,0.489
49271.245,5643.772,0.482
49288.745,5648.179,0.503
49306.245,5646.82,0.507
49323.745,5656.34,0.5
49341.245,5647.279,0.505
49358.745,5653.259,0.505
49376.245,5657.224,0.506
49393.745,5661.608,0.503
49411.245,5641.564,0.485
49428.745,5627.311,0.49
49446.245,5633.633,0.49
49463.745,5659.37,0.491
49481.245,5645.701,0.498
49498.745,5642.644,0.506
49516.245,5639.219,0.506
49533.745,5639.177,0.502
49551.245,5628.27,0.513
49568.745,5617.138,0.512
49586.245,5632.037,0.502
49603.745,5618.986,0.518
49621.245,5632.159,0.52
49638.745,5636.511,0.522
49656.245,5636.757,0.523
49673.745,5647.501,0.531
49691.245,5641.396,0.543
49708.745,5624.572,0.533
49726.245,5631.869,0.529
49743.745,5626.049,0.524
49761.245,5627.875,0.529
49778.745,5647.759,0.538
49796.245,5634.88,0.524
49813.745,5628.969,0.539
49831.245,5641.585,0.532
49848.745,5625.076,0.535
49866.245,5620.339,0.534
49883.745,5598.15,0.534
49901.245,5618.168,0.528
49918.745,5625.744,0.543
49936.245,5628.798,0.533
49953.745,5615.063,0.539
49971.245,5620.948,0.541
49988.745,5620.787,0.54
50006.245,5614.811,0.534
50023.745,5610.726,0.535
50041.245,5631.076,0.55
50058.745,5631.305,0.551
50076.245,5624.188,0.565
50093.745,5653.836,0.571
50111.245,5624.844,0.561
50128.745,5637.556,0.558
50146.245,5627.333,0.568
50163.745,5629.624,0.574
50181.245,5632.3,0.573
50198.745,5634.864,0.574
50216.245,5633.525,0.583
50233.745,5625.303,0.581
50251.245,5629.793,0.577
50268.745,5617.169,0.572
50286.245,5618.216,0.582
50303.745,5616.177,0.577
50321.245,5624.408,0.575
50338.745,5612.524,0.583
50356.245,5619.573,0.573
50373.745,5625.154,0.586
50391.245,5630.09,0.594
50408.745,5637.049,0.598
50426.245,5619.883,0.598
50443.745,5614.729,0.589
50461.245,5619.159,0.599
50478.745,5609.204,0.6
50496.245,5613.786,0.61
50513.745,5617.378,0.609
50531.245,5619.957,0.611
50548.745,5632.946,0.609
50566.245,5628.393,0.62
50583.745,5627.687,0.625
50601.245,5639.119,0.626
50618.745,5631.952,0.636
50636.245,5640.095,0.641
50653.745,5630.041,0.642
50671.245,5637.702,0.641
50688.745,5635.312,0.627
50706.245,5621.256,0.631
50723.745,5624.986,0.629
50741.245,5630.904,0.646
50758.745,5628.896,0.648
50776.245,5626.271,0.643
50793.745,5629.555,0.644
50811.245,5651.431,0.645
50828.745,5633.104,0.637
50846.245,5627.412,0.654
50863.745,5637.395,0.659
50881.245,5625.837,0.656
50898.745,5631.856,0.646
50916.245,5627.577,0.672
50933.745,5631.736,0.655
50951.245,5630.061,0.666
50968.745,5631.943,0.67
50986.245,5638.446,0.674
51003.745,5640.681,0.677
51021.245,5646.533,0.679
51038.745,5637.408,0.68
51056.245,5641.977,0.67
51073.745,5634.648,0.678
51091.245,5634.658,0.679
51108.745,5636.106,0.683
51126.245,5635.467,0.689
51143.745,5645.468,0.685
51161.245,5636.656,0.687
51178.745,5630.88,0.7
51196.245,5637.26,0.699
51213.745,5625.024,0.689
51231.245,5637.919,0.694
51248.745,5627.658,0.7
51266.245,5631.216,0.688
51283.745,5621.187,0.706
51301.245,5627.605,0.701
51336.245,5614.63,0.707
51353.745,5618.239,0.704
51371.245,5624.57,0.714
51388.745,5616.428,0.722
51406.245,5617.484,0.721
51423.745,5624.076,0.716
51441.245,5636.084,0.729
51458.745,5642.296,0.74
51476.245,5637.908,0.741
51493.745,5640.366,0.736
51511.245,5633.318,0.733
51528.745,5634.714,0.733
51546.245,5671.613,0.74
51563.745,5631.424,0.732
51581.245,5618.348,0.733
51598.745,5630.483,0.742
51616.245,5623.494,0.738
51633.745,5631.256,0.735
51651.245,5624.021,0.74
51668.745,5628.369,0.743
51686.245,5627.948,0.737
51703.745,5641.158,0.751
51721.245,5640.733,0.745
51738.745,5629.862,0.732
51756.245,5632.358,0.743
51773.745,5629.507,0.752
51791.245,5633.941,0.743
51808.745,5627.873,0.738
51826.245,5614.673,0.733
51843.745,5614.327,0.738
51861.245,5612.81,0.724
51878.745,5617.494,0.736
51896.245,5600.51,0.73
51913.745,5608.083,0.729
51931.245,5605.315,0.738
51948.745,5610.559,0.726
51966.245,5614.998,0.752
51983.745,5612.016,0.741
52001.245,5603.412,0.739
52018.745,5605.05,0.74
52036.245,5602.356,0.739
52053.745,5599.684,0.747
52071.245,5606.424,0.739
52088.745,5614.838,0.741
52106.245,5622.46,0.751
52123.745,5609.159,0.746
52141.245,5616.297,0.757
52158.745,5617.447,0.732
52176.245,5615.281,0.769
52193.745,5625.098,0.765
52211.245,5624.06,0.773
52228.745,5619.63,0.769
52246.245,5622.426,0.767
52263.745,5615.549,0.757
52281.245,5623.143,0.758
52298.745,5602.089,0.762
52316.245,5614.678,0.755
52333.745,5617.079,0.761
52351.245,5611.365,0.758
52368.745,5620.389,0.75
52386.245,5609.703,0.767
52403.745,5614.205,0.759
52421.245,5616.17,0.76
52438.745,5617.448,0.769
52456.245,5623.416,0.759
52473.745,5605.415,0.754
52491.245,5622.625,0.75
52508.745,5609.097,0.742
52526.245,5592.18,0.753
52543.745,5597.773,0.746
