Time_s,Sensor_negDegPLA,Sensor_negDegTPU,TempActual_C,TempTarget_C,HumActual_RH,HumTarget_RH
35520.52157414,53.2525546875,NaN,NaN,NaN,NaN,NaN
35538.60100682,53.23924609375,NaN,NaN,NaN,NaN,NaN
35556.68040764,53.2415859375,NaN,NaN,NaN,NaN,NaN
35573,NaN,NaN,-20.004,-20,0,30
35591.3002379,NaN,89.8636640625,NaN,NaN,NaN,NaN
35609,NaN,NaN,-20.013,-20,0,30
35624.87563916,NaN,89.8612421875,NaN,NaN,NaN,NaN
35642.95472756,NaN,89.8704921875,NaN,NaN,NaN,NaN
35661.03381876,NaN,89.8978203125,NaN,NaN,NaN,NaN
35679.11288258,NaN,89.876671875,NaN,NaN,NaN,NaN
35696.15031266,53.12992578125,NaN,NaN,NaN,NaN,NaN
35715.27105314,NaN,89.8712421875,NaN,NaN,NaN,NaN
35732.30910028,53.13480078125,NaN,NaN,NaN,NaN,NaN
35748.84642206,NaN,89.84265625,NaN,NaN,NaN,NaN
35766.9255041,NaN,89.843375,NaN,NaN,NaN,NaN
35785.0045546,NaN,89.826875,NaN,NaN,NaN,NaN
35802.04392958,53.11234765625,NaN,NaN,NaN,NaN,NaN
35819,NaN,NaN,-19.996,-20,0,30
35838.20278434,53.1184296875,NaN,NaN,NaN,NaN,NaN
35854.73812434,NaN,89.84671875,NaN,NaN,NaN,NaN
35871.77885544,53.136140625,NaN,NaN,NaN,NaN,NaN
35889.85829106,53.129671875,NaN,NaN,NaN,NaN,NaN
35907.93771478,53.148875,NaN,NaN,NaN,NaN,NaN
35924.4716866,NaN,89.8149921875,NaN,NaN,NaN,NaN
35942,NaN,NaN,-19.991,-20,0,30
35960.62981834,NaN,89.84565625,NaN,NaN,NaN,NaN
35978,NaN,NaN,-19.988,-20,0,30
35994.2052355,NaN,89.84925,NaN,NaN,NaN,NaN
36012.28434256,NaN,89.8538515625,NaN,NaN,NaN,NaN
36030.3633917,NaN,89.818890625,NaN,NaN,NaN,NaN
36047.4075351,53.16130078125,NaN,NaN,NaN,NaN,NaN
36065,NaN,NaN,-19.991,-20,0,30
36083.56636078,53.12922265625,NaN,NaN,NaN,NaN,NaN
36101,NaN,NaN,-19.986,-20,0,30
36117.14245496,53.12325390625,NaN,NaN,NaN,NaN,NaN
36135.22186938,53.14417578125,NaN,NaN,NaN,NaN,NaN
36153.30130316,53.13606640625,NaN,NaN,NaN,NaN,NaN
36169.830525,NaN,89.8115390625,NaN,NaN,NaN,NaN
36187.90959354,NaN,89.785265625,NaN,NaN,NaN,NaN
36205.9886548,NaN,89.7712109375,NaN,NaN,NaN,NaN
36223.03625116,53.11551953125,NaN,NaN,NaN,NaN,NaN
36240,NaN,NaN,-19.993,-20,0,30
36257.6431796,NaN,89.76178125,NaN,NaN,NaN,NaN
36275.72222486,NaN,89.7545625,NaN,NaN,NaN,NaN
36292.77121416,53.10781640625,NaN,NaN,NaN,NaN,NaN
36310.85063974,53.1002265625,NaN,NaN,NaN,NaN,NaN
36328.93004096,53.10876953125,NaN,NaN,NaN,NaN,NaN
36345.45575338,NaN,89.7536015625,NaN,NaN,NaN,NaN
36362.50612582,53.11453125,NaN,NaN,NaN,NaN,NaN
36380.58559232,53.116140625,NaN,NaN,NaN,NaN,NaN
36398.66500542,53.1090234375,NaN,NaN,NaN,NaN,NaN
36416.74445078,53.0916640625,NaN,NaN,NaN,NaN,NaN
36434,NaN,NaN,-19.978,-20,0,30
36451.34748816,NaN,89.73396875,NaN,NaN,NaN,NaN
36469.4265847,NaN,89.70990625,NaN,NaN,NaN,NaN
36486.47941566,53.0831640625,NaN,NaN,NaN,NaN,NaN
36504.55883982,53.089265625,NaN,NaN,NaN,NaN,NaN
36522.63827608,53.09738671875,NaN,NaN,NaN,NaN,NaN
36539.16016322,NaN,89.66478125,NaN,NaN,NaN,NaN
36556.2143569,53.0784296875,NaN,NaN,NaN,NaN,NaN
36574.29379722,53.0865078125,NaN,NaN,NaN,NaN,NaN
36592,NaN,NaN,-19.999,-20,0,30
36608.89384476,NaN,89.6714765625,NaN,NaN,NaN,NaN
36626.9729636,NaN,89.665875,NaN,NaN,NaN,NaN
36645.05206628,NaN,89.66628125,NaN,NaN,NaN,NaN
36663.13113692,NaN,89.656921875,NaN,NaN,NaN,NaN
36680.18760164,53.06217578125,NaN,NaN,NaN,NaN,NaN
36698.26703296,53.0510546875,NaN,NaN,NaN,NaN,NaN
36714.78569166,NaN,89.6450390625,NaN,NaN,NaN,NaN
36732.86472168,NaN,89.6525234375,NaN,NaN,NaN,NaN
36750,NaN,NaN,-20.005,-20,0,30
36768.00194808,53.06615625,NaN,NaN,NaN,NaN,NaN
36786,NaN,NaN,-19.992,-20,0,30
36802.59830754,NaN,89.647328125,NaN,NaN,NaN,NaN
36820.67741212,NaN,89.6235078125,NaN,NaN,NaN,NaN
36837.73693582,53.06237890625,NaN,NaN,NaN,NaN,NaN
36855.81636256,53.0628046875,NaN,NaN,NaN,NaN,NaN
36873,NaN,NaN,-19.997,-20,0,30
36890.4111058,NaN,89.599015625,NaN,NaN,NaN,NaN
36908.49023,NaN,89.60428125,NaN,NaN,NaN,NaN
36925.5513041,53.0387578125,NaN,NaN,NaN,NaN,NaN
36943.63072824,53.0251328125,NaN,NaN,NaN,NaN,NaN
36961.71017798,53.039046875,NaN,NaN,NaN,NaN,NaN
36979.78960588,53.033,NaN,NaN,NaN,NaN,NaN
36996.30297198,NaN,89.5608515625,NaN,NaN,NaN,NaN
37014.38207684,NaN,89.552046875,NaN,NaN,NaN,NaN
37031.44506626,53.0289765625,NaN,NaN,NaN,NaN,NaN
37049.52452862,53.03780078125,NaN,NaN,NaN,NaN,NaN
37066.03660476,NaN,89.562609375,NaN,NaN,NaN,NaN
37084.11571914,NaN,89.55296875,NaN,NaN,NaN,NaN
37102.19474812,NaN,89.5575625,NaN,NaN,NaN,NaN
37119.25931168,53.0268125,NaN,NaN,NaN,NaN,NaN
37137.3387179,53.00147265625,NaN,NaN,NaN,NaN,NaN
37154,NaN,NaN,-19.985,-20,0,30
37171.92833718,NaN,89.546015625,NaN,NaN,NaN,NaN
37188.99421596,53.0125703125,NaN,NaN,NaN,NaN,NaN
37207.07362248,52.9909609375,NaN,NaN,NaN,NaN,NaN
37225,NaN,NaN,-19.989,-20,0,30
37241.66199174,NaN,89.5245,NaN,NaN,NaN,NaN
37259.74106732,NaN,89.5180625,NaN,NaN,NaN,NaN
37276.80855688,53.034578125,NaN,NaN,NaN,NaN,NaN
37294.88798686,53.01528125,NaN,NaN,NaN,NaN,NaN
37311.39562394,NaN,89.52396875,NaN,NaN,NaN,NaN
37329.4747224,NaN,89.503984375,NaN,NaN,NaN,NaN
37347.55380526,NaN,89.483984375,NaN,NaN,NaN,NaN
37364.6228547,53.0108203125,NaN,NaN,NaN,NaN,NaN
37382.7022816,53.0122578125,NaN,NaN,NaN,NaN,NaN
37399.20830796,NaN,89.4861875,NaN,NaN,NaN,NaN
37417.28740386,NaN,89.483640625,NaN,NaN,NaN,NaN
37435,NaN,NaN,-19.994,-20,0,30
37453.44561936,NaN,89.473625,NaN,NaN,NaN,NaN
37471,NaN,NaN,-20.011,-20,0,30
37487.02102186,NaN,89.4406796875,NaN,NaN,NaN,NaN
37506,NaN,NaN,-20.006,-20,0,30
37523.17920322,NaN,89.44665625,NaN,NaN,NaN,NaN
37541.25827222,NaN,89.4576640625,NaN,NaN,NaN,NaN
37558,NaN,NaN,-19.995,-20,0,30
37576.41031446,53.04158984375,NaN,NaN,NaN,NaN,NaN
37594,NaN,NaN,-19.991,-20,0,30
37609.98639866,53.03090234375,NaN,NaN,NaN,NaN,NaN
37629,NaN,NaN,-19.994,-20,0,30
37646.14529298,53.03205859375,NaN,NaN,NaN,NaN,NaN
37664.22472008,53.01947265625,NaN,NaN,NaN,NaN,NaN
37680,NaN,NaN,-19.978,-20,0,30
37698.80470328,NaN,89.44884375,NaN,NaN,NaN,NaN
37716,NaN,NaN,-19.986,-20,0,30
37733.95964716,53.03440625,NaN,NaN,NaN,NaN,NaN
37752.03905708,53.0305234375,NaN,NaN,NaN,NaN,NaN
37770.1184684,53.01587109375,NaN,NaN,NaN,NaN,NaN
37786.61748578,NaN,89.400296875,NaN,NaN,NaN,NaN
37803.69454814,53.052578125,NaN,NaN,NaN,NaN,NaN
37822.77572246,NaN,89.391390625,NaN,NaN,NaN,NaN
37839.85339822,53.01923046875,NaN,NaN,NaN,NaN,NaN
37856.35114092,NaN,89.385765625,NaN,NaN,NaN,NaN
37874.43023986,NaN,89.38296875,NaN,NaN,NaN,NaN
37892.50932718,NaN,89.395671875,NaN,NaN,NaN,NaN
37909.58838198,53.00797265625,NaN,NaN,NaN,NaN,NaN
37926.0847846,NaN,89.414296875,NaN,NaN,NaN,NaN
37945.74721032,53.02616015625,NaN,NaN,NaN,NaN,NaN
37962.24295434,NaN,89.4060859375,NaN,NaN,NaN,NaN
37980.32206652,NaN,89.40990625,NaN,NaN,NaN,NaN
37998.40115878,NaN,89.4088515625,NaN,NaN,NaN,NaN
38016.48028186,NaN,89.394078125,NaN,NaN,NaN,NaN
38032,NaN,NaN,-19.995,-20,0,30
38050.05569418,NaN,89.4038125,NaN,NaN,NaN,NaN
38068.13479642,NaN,89.3966796875,NaN,NaN,NaN,NaN
38086,NaN,NaN,-19.985,-20,0,30
38103,NaN,NaN,-19.988,-20,0,30
38121.3756996,53.026546875,NaN,NaN,NaN,NaN,NaN
38139,NaN,NaN,-19.999,-20,0,30
38154.95175554,53.0186328125,NaN,NaN,NaN,NaN,NaN
38173.0311477,52.99508203125,NaN,NaN,NaN,NaN,NaN
38191.11056674,52.98929296875,NaN,NaN,NaN,NaN,NaN
38209.18993614,53.001296875,NaN,NaN,NaN,NaN,NaN
38226,NaN,NaN,-19.989,-20,0,30
38245.34875408,52.9950390625,NaN,NaN,NaN,NaN,NaN
38262,NaN,NaN,-19.994,-20,0,30
38279.918667,NaN,89.3477734375,NaN,NaN,NaN,NaN
38297.99779422,NaN,89.351203125,NaN,NaN,NaN,NaN
38316.07688074,NaN,89.35603125,NaN,NaN,NaN,NaN
38333,NaN,NaN,-19.994,-20,0,30
38349.65235844,NaN,89.3617109375,NaN,NaN,NaN,NaN
38369,NaN,NaN,-19.992,-20,0,30
38385.81056796,NaN,89.36240625,NaN,NaN,NaN,NaN
38402.8979299,53.0158671875,NaN,NaN,NaN,NaN,NaN
38420,NaN,NaN,-20.001,-20,0,30
38439.0567467,53.0048828125,NaN,NaN,NaN,NaN,NaN
38455,NaN,NaN,-20.001,-20,0,30
38472.63273994,53.01654296875,NaN,NaN,NaN,NaN,NaN
38491,NaN,NaN,-19.993,-20,0,30
38507.19877004,NaN,89.32465625,NaN,NaN,NaN,NaN
38525.27790392,NaN,89.3338359375,NaN,NaN,NaN,NaN
38542.36756026,52.9792734375,NaN,NaN,NaN,NaN,NaN
38561.43612056,NaN,89.2793203125,NaN,NaN,NaN,NaN
38578.52639228,52.97093359375,NaN,NaN,NaN,NaN,NaN
38596.60579326,52.94229296875,NaN,NaN,NaN,NaN,NaN
38614,NaN,NaN,-19.996,-20,0,30
38631.16973922,NaN,89.276640625,NaN,NaN,NaN,NaN
38649,NaN,NaN,-19.994,-20,0,30
38666.34054998,52.956078125,NaN,NaN,NaN,NaN,NaN
38685,NaN,NaN,-19.998,-20,0,30
38701,NaN,NaN,-19.998,-20,0,30
38718.9825244,NaN,89.2732109375,NaN,NaN,NaN,NaN
38737,NaN,NaN,-19.992,-20,0,30
38755.14075112,NaN,89.227515625,NaN,NaN,NaN,NaN
38772.2342551,52.931265625,NaN,NaN,NaN,NaN,NaN
38790.31363658,52.92412109375,NaN,NaN,NaN,NaN,NaN
38808,NaN,NaN,-19.719,-19.617,0,30
38824.87450868,NaN,89.2953203125,NaN,NaN,NaN,NaN
38842.95363666,NaN,89.3438984375,NaN,NaN,NaN,NaN
38860.04852042,52.996671875,NaN,NaN,NaN,NaN,NaN
38878.12790796,53.055328125,NaN,NaN,NaN,NaN,NaN
38895,NaN,NaN,-19.09,-19.133,0,30
38912.68720504,NaN,89.46665625,NaN,NaN,NaN,NaN
38930.76630318,NaN,89.444078125,NaN,NaN,NaN,NaN
38947.86282734,53.13323046875,NaN,NaN,NaN,NaN,NaN
38965.9422464,53.157921875,NaN,NaN,NaN,NaN,NaN
38982.4208139,NaN,89.42990625,NaN,NaN,NaN,NaN
39000.4998974,NaN,89.46503125,NaN,NaN,NaN,NaN
39017.59767488,53.2014375,NaN,NaN,NaN,NaN,NaN
39035.67706236,53.23622265625,NaN,NaN,NaN,NaN,NaN
39053.75649172,53.22876171875,NaN,NaN,NaN,NaN,NaN
39071.83592704,53.270265625,NaN,NaN,NaN,NaN,NaN
39089,NaN,NaN,-18.099,-18.056,0,30
39106.39173712,NaN,89.4136796875,NaN,NaN,NaN,NaN
39124.47080428,NaN,89.338703125,NaN,NaN,NaN,NaN
39141.57088718,53.38397265625,NaN,NaN,NaN,NaN,NaN
39159.65031226,53.44101953125,NaN,NaN,NaN,NaN,NaN
39176.12538412,NaN,89.2883359375,NaN,NaN,NaN,NaN
39194.20450282,NaN,89.289734375,NaN,NaN,NaN,NaN
39212,NaN,NaN,-17.504,-17.372,0,30
39228,NaN,NaN,-17.425,-17.283,0,30
39247.4647271,53.65940234375,NaN,NaN,NaN,NaN,NaN
39263.93813816,NaN,89.2729609375,NaN,NaN,NaN,NaN
39282.0172604,NaN,89.33625,NaN,NaN,NaN,NaN
39299.12017826,53.730265625,NaN,NaN,NaN,NaN,NaN
39317.1995944,53.7753671875,NaN,NaN,NaN,NaN,NaN
39335,NaN,NaN,-16.904,-16.689,0,30
39350.77562312,53.831609375,NaN,NaN,NaN,NaN,NaN
39369.83005748,NaN,89.345953125,NaN,NaN,NaN,NaN
39386.93440134,53.93076953125,NaN,NaN,NaN,NaN,NaN
39405.0138331,53.9577421875,NaN,NaN,NaN,NaN,NaN
39422,NaN,NaN,-16.505,-16.206,0,30
39439.56372134,NaN,89.3194140625,NaN,NaN,NaN,NaN
39457,NaN,NaN,-16.331,-16.011,0,30
39474.74877296,54.0189296875,NaN,NaN,NaN,NaN,NaN
39493,NaN,NaN,-16.143,-15.811,0,30
39510.9076394,54.0614296875,NaN,NaN,NaN,NaN,NaN
39528.98703136,54.082546875,NaN,NaN,NaN,NaN,NaN
39547.0664865,54.10633203125,NaN,NaN,NaN,NaN,NaN
39564,NaN,NaN,-15.704,-15.417,0,30
39581.6138068,NaN,89.144859375,NaN,NaN,NaN,NaN
39598.72196316,54.21569140625,NaN,NaN,NaN,NaN,NaN
39616.80137468,54.2581875,NaN,NaN,NaN,NaN,NaN
39634.88079826,54.276109375,NaN,NaN,NaN,NaN,NaN
39651,NaN,NaN,-15.18,-14.928,0,30
39669.4265845,NaN,89.13465625,NaN,NaN,NaN,NaN
39687,NaN,NaN,-14.986,-14.733,0,30
39704.61574156,54.4127109375,NaN,NaN,NaN,NaN,NaN
39721.08120766,NaN,89.0540859375,NaN,NaN,NaN,NaN
39739.16032074,NaN,89.00884375,NaN,NaN,NaN,NaN
39757.23942432,NaN,89.011453125,NaN,NaN,NaN,NaN
39774.3506562,54.58488671875,NaN,NaN,NaN,NaN,NaN
39793.39763334,NaN,89.0029921875,NaN,NaN,NaN,NaN
39810.50945356,54.6176171875,NaN,NaN,NaN,NaN,NaN
39828.58887554,54.61772265625,NaN,NaN,NaN,NaN,NaN
39845.0521779,NaN,89.0415,NaN,NaN,NaN,NaN
39863.13123378,NaN,88.9718828125,NaN,NaN,NaN,NaN
39881,NaN,NaN,-13.918,-13.656,0,30
39897,NaN,NaN,-13.837,-13.567,0,30
39916.40329778,54.87255078125,NaN,NaN,NaN,NaN,NaN
39932.86493744,NaN,88.85440625,NaN,NaN,NaN,NaN
39950,NaN,NaN,-13.543,-13.272,0,30
39968,NaN,NaN,-13.444,-13.172,0,30
39986.13822568,54.99649609375,NaN,NaN,NaN,NaN,NaN
40004,NaN,NaN,-13.246,-12.972,0,30
40019.71424176,55.131734375,NaN,NaN,NaN,NaN,NaN
40038.75689306,NaN,88.7880625,NaN,NaN,NaN,NaN
40055.87314416,55.21561328125,NaN,NaN,NaN,NaN,NaN
40072.33243024,NaN,88.7664296875,NaN,NaN,NaN,NaN
40090.4115572,NaN,88.8268984375,NaN,NaN,NaN,NaN
40108.49070172,NaN,88.7339296875,NaN,NaN,NaN,NaN
40126.56979478,NaN,88.75040625,NaN,NaN,NaN,NaN
40143,NaN,NaN,-12.484,-12.2,0,30
40161.76687484,55.60916015625,NaN,NaN,NaN,NaN,NaN
40178.22442652,NaN,88.8713984375,NaN,NaN,NaN,NaN
40195.34293646,55.683,NaN,NaN,NaN,NaN,NaN
40213.42225258,55.71407421875,NaN,NaN,NaN,NaN,NaN
40231.50168898,55.73447265625,NaN,NaN,NaN,NaN,NaN
40249,NaN,NaN,-11.906,-11.611,0,30
40265.07776394,55.93164453125,NaN,NaN,NaN,NaN,NaN
40284,NaN,NaN,-11.707,-11.411,0,30
40301.2366342,55.92246484375,NaN,NaN,NaN,NaN,NaN
40319.31605622,56.00595703125,NaN,NaN,NaN,NaN,NaN
40336,NaN,NaN,-11.428,-11.128,0,30
40355.47485962,56.0855859375,NaN,NaN,NaN,NaN,NaN
40371.92913488,NaN,88.635859375,NaN,NaN,NaN,NaN
40389.05085892,56.099921875,NaN,NaN,NaN,NaN,NaN
40407.13026092,56.16298828125,NaN,NaN,NaN,NaN,NaN
40425.20965968,56.21909765625,NaN,NaN,NaN,NaN,NaN
40441.66291394,NaN,88.5969140625,NaN,NaN,NaN,NaN
40458.7857498,56.12959375,NaN,NaN,NaN,NaN,NaN
40477.82117414,NaN,88.4673125,NaN,NaN,NaN,NaN
40494,NaN,NaN,-10.522,-10.256,0,30
40511.39667164,NaN,88.464953125,NaN,NaN,NaN,NaN
40529.47580264,NaN,88.3690390625,NaN,NaN,NaN,NaN
40547.55493486,NaN,88.3252578125,NaN,NaN,NaN,NaN
40565,NaN,NaN,-10.072,-9.856,0,30
40582.75891748,56.543328125,NaN,NaN,NaN,NaN,NaN
40601,NaN,NaN,-9.833,-9.656,0,30
40618.91773638,56.63658984375,NaN,NaN,NaN,NaN,NaN
40636,NaN,NaN,-9.607,-9.461,0,30
40655.07656752,56.68852734375,NaN,NaN,NaN,NaN,NaN
40671.5260027,NaN,88.1805859375,NaN,NaN,NaN,NaN
40688.65265546,56.85171484375,NaN,NaN,NaN,NaN,NaN
40706.73207674,56.99777734375,NaN,NaN,NaN,NaN,NaN
40724.81147696,57.03548828125,NaN,NaN,NaN,NaN,NaN
40741.2598039,NaN,88.1989609375,NaN,NaN,NaN,NaN
40759,NaN,NaN,-8.84,-8.778,0,30
40776.46693816,56.96371484375,NaN,NaN,NaN,NaN,NaN
40794,NaN,NaN,-8.62,-8.583,0,30
40810.99358156,NaN,88.159859375,NaN,NaN,NaN,NaN
40829.07266868,NaN,88.0632421875,NaN,NaN,NaN,NaN
40847.15181228,NaN,88.094328125,NaN,NaN,NaN,NaN
40864.28126338,57.4481953125,NaN,NaN,NaN,NaN,NaN
40881,NaN,NaN,-8.107,-8.1,0,30
40898.80648444,NaN,88.0650078125,NaN,NaN,NaN,NaN
40917,NaN,NaN,-7.895,-7.9,0,30
40934.96469936,NaN,88.001515625,NaN,NaN,NaN,NaN
40952.09560392,57.510765625,NaN,NaN,NaN,NaN,NaN
40971,NaN,NaN,-7.578,-7.6,0,30
40988,NaN,NaN,-7.485,-7.506,0,30
41004.69849282,NaN,88.000265625,NaN,NaN,NaN,NaN
41022.7775748,NaN,88.013078125,NaN,NaN,NaN,NaN
41039.90992824,57.7703125,NaN,NaN,NaN,NaN,NaN
41057.98932298,57.80244921875,NaN,NaN,NaN,NaN,NaN
41075,NaN,NaN,-7.007,-7.022,0,30
41092.5113324,NaN,88.0398515625,NaN,NaN,NaN,NaN
41110.59048842,NaN,88.020828125,NaN,NaN,NaN,NaN
41127.72425556,57.78356640625,NaN,NaN,NaN,NaN,NaN
41145.8036923,57.93808984375,NaN,NaN,NaN,NaN,NaN
41163.8831193,57.860296875,NaN,NaN,NaN,NaN,NaN
41181.96253804,58.05319921875,NaN,NaN,NaN,NaN,NaN
41198.40347016,NaN,87.994578125,NaN,NaN,NaN,NaN
41216.48260486,NaN,88.0091015625,NaN,NaN,NaN,NaN
41233.6180646,58.26568359375,NaN,NaN,NaN,NaN,NaN
41251.69745022,58.42965625,NaN,NaN,NaN,NaN,NaN
41269,NaN,NaN,-5.965,-5.944,0,30
41286.21640238,NaN,88.0216484375,NaN,NaN,NaN,NaN
41304,NaN,NaN,-5.768,-5.75,0,30
41321.43229946,58.31405078125,NaN,NaN,NaN,NaN,NaN
41339.51169098,58.56184375,NaN,NaN,NaN,NaN,NaN
41356,NaN,NaN,-5.493,-5.467,0,30
41374.02932312,NaN,88.0554296875,NaN,NaN,NaN,NaN
41392,NaN,NaN,-5.289,-5.261,0,30
41409.24664306,58.7092421875,NaN,NaN,NaN,NaN,NaN
41427.32605274,58.6941640625,NaN,NaN,NaN,NaN,NaN
41443.76298114,NaN,88.007828125,NaN,NaN,NaN,NaN
41463,NaN,NaN,-4.904,-4.867,0,30
41479.92127174,NaN,88.02234375,NaN,NaN,NaN,NaN
41498.00042198,NaN,88.05553125,NaN,NaN,NaN,NaN
41514,NaN,NaN,-4.629,-4.583,0,30
41533.21979816,58.8617578125,NaN,NaN,NaN,NaN,NaN
41550,NaN,NaN,-4.436,-4.383,0,30
41567.73419406,NaN,88.0880234375,NaN,NaN,NaN,NaN
41585.8133142,NaN,88.12996875,NaN,NaN,NaN,NaN
41602.95470006,59.08239453125,NaN,NaN,NaN,NaN,NaN
41621,NaN,NaN,-4.04,-3.983,0,30
41637,NaN,NaN,-3.958,-3.9,0,30
41655.54707834,NaN,88.1930078125,NaN,NaN,NaN,NaN
41673,NaN,NaN,-3.754,-3.7,0,30
41690.7690249,59.3474765625,NaN,NaN,NaN,NaN,NaN
41708,NaN,NaN,-3.559,-3.506,0,30
41725.28081368,NaN,88.264984375,NaN,NaN,NaN,NaN
41743.35995054,NaN,88.27559375,NaN,NaN,NaN,NaN
41760.50398142,59.41821484375,NaN,NaN,NaN,NaN,NaN
41779,NaN,NaN,-3.163,-3.106,0,30
41796.6628342,59.57825,NaN,NaN,NaN,NaN,NaN
41814,NaN,NaN,-2.977,-2.917,0,30
41831.17277512,NaN,88.3555390625,NaN,NaN,NaN,NaN
41849.25188154,NaN,88.3731484375,NaN,NaN,NaN,NaN
41866.3977663,59.6132578125,NaN,NaN,NaN,NaN,NaN
41882.82740626,NaN,88.42121875,NaN,NaN,NaN,NaN
41902,NaN,NaN,-2.494,-2.428,0,30
41918.9856685,NaN,88.4719765625,NaN,NaN,NaN,NaN
41936.13261278,59.77138671875,NaN,NaN,NaN,NaN,NaN
41954.21203674,59.79000390625,NaN,NaN,NaN,NaN,NaN
41972.29143848,59.76637109375,NaN,NaN,NaN,NaN,NaN
41989,NaN,NaN,-2.008,-1.944,0,30
42006.79857512,NaN,88.6373203125,NaN,NaN,NaN,NaN
42024.87769526,NaN,88.637453125,NaN,NaN,NaN,NaN
42042.9568295,NaN,88.680953125,NaN,NaN,NaN,NaN
42060,NaN,NaN,-1.617,-1.55,0,30
42078.18516062,60.0863671875,NaN,NaN,NaN,NaN,NaN
42096,NaN,NaN,-1.416,-1.35,0,30
42112.69058638,NaN,88.7642578125,NaN,NaN,NaN,NaN
42129.8405778,60.00709375,NaN,NaN,NaN,NaN,NaN
42148,NaN,NaN,-1.131,-1.067,0,30
42165.99942262,60.11940625,NaN,NaN,NaN,NaN,NaN
42182.42442728,NaN,88.842359375,NaN,NaN,NaN,NaN
42200.5035078,NaN,88.857421875,NaN,NaN,NaN,NaN
42218.58261248,NaN,88.8962265625,NaN,NaN,NaN,NaN
42235,NaN,NaN,-0.65,-0.578,0,30
42252.15811884,NaN,88.9480703125,NaN,NaN,NaN,NaN
42270.2372521,NaN,88.9834765625,NaN,NaN,NaN,NaN
42288.31636534,NaN,88.9942890625,NaN,NaN,NaN,NaN
42306,NaN,NaN,-0.247,-0.183,0,30
42324.47462458,NaN,89.0402734375,NaN,NaN,NaN,NaN
42341.62804154,60.69123828125,NaN,NaN,NaN,NaN,NaN
42358.0501267,NaN,89.1138515625,NaN,NaN,NaN,NaN
42376.12930218,NaN,89.12990625,NaN,NaN,NaN,NaN
42394.20844926,NaN,89.19325,NaN,NaN,NaN,NaN
42412.28759434,NaN,89.2194609375,NaN,NaN,NaN,NaN
42428,NaN,NaN,0.408,0.494,0,30
42447.52178194,60.82800390625,NaN,NaN,NaN,NaN,NaN
42464,NaN,NaN,0.597,0.689,0,30
42481.09782768,60.998671875,NaN,NaN,NaN,NaN,NaN
42499,NaN,NaN,0.787,0.889,0,30
42517.2566803,61.0896796875,NaN,NaN,NaN,NaN,NaN
42535,NaN,NaN,0.988,1.089,0,30
42551.75515452,NaN,89.505234375,NaN,NaN,NaN,NaN
42570,NaN,NaN,1.184,1.283,0,30
42587.91343914,NaN,89.546734375,NaN,NaN,NaN,NaN
42605.07095036,61.035796875,NaN,NaN,NaN,NaN,NaN
42621.48894514,NaN,89.5971015625,NaN,NaN,NaN,NaN
42641,NaN,NaN,1.575,1.678,0,30
42657,NaN,NaN,1.661,1.761,0,30
42674.80581418,61.35156640625,NaN,NaN,NaN,NaN,NaN
42692.8852482,61.35513671875,NaN,NaN,NaN,NaN,NaN
42710.96463818,61.54400390625,NaN,NaN,NaN,NaN,NaN
42727.38098456,NaN,89.78703125,NaN,NaN,NaN,NaN
42744.5406904,61.5144296875,NaN,NaN,NaN,NaN,NaN
42763.53927344,NaN,89.840359375,NaN,NaN,NaN,NaN
42779.03567638,NaN,89.872546875,NaN,NaN,NaN,NaN
42797.11482268,NaN,89.884875,NaN,NaN,NaN,NaN
42815.19393146,NaN,89.92890625,NaN,NaN,NaN,NaN
42833.27310032,NaN,89.9359921875,NaN,NaN,NaN,NaN
42850.43440348,61.53194140625,NaN,NaN,NaN,NaN,NaN
42866.84863684,NaN,89.83209375,NaN,NaN,NaN,NaN
42886,NaN,NaN,2.486,3.039,98.631,30
42902.0898759,61.48667578125,NaN,NaN,NaN,NaN,NaN
42920.16932046,61.40240234375,NaN,NaN,NaN,NaN,NaN
42938,NaN,NaN,2.257,3.322,97.45,30
42955,NaN,NaN,2.26,3.422,87.177,30
42972.74065412,NaN,88.451578125,NaN,NaN,NaN,NaN
42989.90413466,61.3597890625,NaN,NaN,NaN,NaN,NaN
43008.89895498,NaN,88.1738515625,NaN,NaN,NaN,NaN
43024.39538954,NaN,88.085109375,NaN,NaN,NaN,NaN
43042.4744951,NaN,88.0264453125,NaN,NaN,NaN,NaN
43059.63902462,61.387921875,NaN,NaN,NaN,NaN,NaN
43077.71836622,61.40183203125,NaN,NaN,NaN,NaN,NaN
43095,NaN,NaN,3.507,4.2,64.619,30
43112.20826752,NaN,87.990484375,NaN,NaN,NaN,NaN
43131,NaN,NaN,4.035,4.4,45.299,30
43148.36653272,NaN,88.0672890625,NaN,NaN,NaN,NaN
43166,NaN,NaN,4.477,4.6,43.214,30
43183.61192966,61.4945703125,NaN,NaN,NaN,NaN,NaN
43201.69131052,61.48083984375,NaN,NaN,NaN,NaN,NaN
43218.10017824,NaN,88.535953125,NaN,NaN,NaN,NaN
43236.17927196,NaN,88.6174921875,NaN,NaN,NaN,NaN
43254.2583632,NaN,88.8097109375,NaN,NaN,NaN,NaN
43271.42615912,61.6699765625,NaN,NaN,NaN,NaN,NaN
43289.50556842,61.83319140625,NaN,NaN,NaN,NaN,NaN
43305.91299642,NaN,89.252234375,NaN,NaN,NaN,NaN
43325.66438008,61.99791015625,NaN,NaN,NaN,NaN,NaN
