Time_s,ja3_Raw,ja3_DeltaPct,ja2_Raw,ja2_DeltaPct,PLA_efter70_1_Raw,PLA_efter70_1_DeltaPct
9.25459626,NaN,NaN,NaN,NaN,37.81361328125,1.89347876725572
9.33575892,38.02344140625,2.36147498937372,NaN,NaN,NaN,NaN
9.3361508,NaN,NaN,38.4660234375,3.21427074074695,NaN,NaN
9.33720572,NaN,NaN,NaN,NaN,37.8155625,1.89873117933912
9.41837532,38.09137890625,2.54436697520926,NaN,NaN,NaN,NaN
9.41878946,NaN,NaN,38.44070703125,3.14634028744403,NaN,NaN
9.4198342,NaN,NaN,NaN,NaN,37.83515234375,1.95151844707121
9.50100026,38.12419140625,2.63270027103599,NaN,NaN,NaN,NaN
9.5014037,NaN,NaN,38.450234375,3.17190461017291,NaN,NaN
9.5024787,NaN,NaN,NaN,NaN,37.73236328125,1.67454054814762
9.5836021,38.08871875,2.53720566872616,NaN,NaN,NaN,NaN
9.58404678,NaN,NaN,38.4114140625,3.0677396904191,NaN,NaN
9.5851127,NaN,NaN,NaN,NaN,37.83053125,1.93906633585943
9.66622438,38.06978125,2.48622473799187,NaN,NaN,NaN,NaN
9.66668532,NaN,NaN,38.4400078125,3.14446410303712,NaN,NaN
9.66774284,NaN,NaN,NaN,NaN,37.77999609375,1.80289307909974
9.74884854,38.08937890625,2.53898285051124,NaN,NaN,NaN,NaN
9.749295,NaN,NaN,38.3394609375,2.87467088161801,NaN,NaN
9.7503701,NaN,NaN,NaN,NaN,37.713875,1.6247215774246
9.83148128,38.01261328125,2.33232500175088,NaN,NaN,NaN,NaN
9.83193814,NaN,NaN,38.4296171875,3.11658337386172,NaN,NaN
9.83300774,NaN,NaN,NaN,NaN,37.6811875,1.53664104773726
9.91412774,38.08641796875,2.53101182214974,NaN,NaN,NaN,NaN
9.91457862,NaN,NaN,38.36722265625,2.94916273960657,NaN,NaN
9.91564784,NaN,NaN,NaN,NaN,37.680140625,1.53382011299106
