Time_s,DeltaT_C
41356.643,2.6134
41369.253,2.7926
41381.862,2.4718
41407.079,3.3302
41419.691,2.0094
41432.305,2.4385
41444.926,1.8677
41457.540,2.2968
41470.152,1.9774
41482.769,3.4083
41495.382,3.5891
41507.995,2.2700
41520.610,3.2009
41533.228,3.6317
41545.843,2.8120
41558.467,2.4923
41571.084,1.4226
41583.702,1.8529
41596.318,2.2832
41608.933,2.4636
41621.549,2.6441
41634.161,2.0749
41646.777,3.2558
41659.397,3.4366
41672.016,1.8675
41684.632,0.7983
41697.252,3.2291
41709.875,3.4100
41722.482,1.8409
41735.092,2.7717
41747.708,3.2026
41760.329,2.3834
41772.943,4.0643
41785.565,2.9946
41798.186,3.4248
41810.803,2.6051
41836.037,2.7156
41848.652,3.1458
41861.268,1.8261
41873.884,2.0063
41886.508,2.1870
41899.124,3.3682
41911.740,3.0494
41924.358,3.9807
41936.974,1.4119
41949.591,3.3431
41962.207,2.7728
41974.828,2.4522
42000.068,1.3097
42012.686,3.4879
42037.933,2.0944
42063.169,2.2029
42075.794,1.8821
42088.417,3.0613
42101.043,1.7405
42113.663,3.6697
42126.284,1.8489
42138.900,2.7782
42151.512,3.2075
42164.140,2.1367
42202.008,2.4243
42214.630,3.3535
42227.253,2.2828
42239.870,1.7120
42277.734,1.2497
42290.355,2.9289
42315.600,2.5440
42328.224,3.2298
42340.844,3.4163
42353.466,2.6064
42366.088,1.5465
42378.712,2.4866
42391.335,2.1756
42403.958,2.6061
42416.581,2.0365
42429.204,3.4669
42441.837,1.8973
42454.459,3.0777
42467.085,2.7581
42479.707,2.4386
42492.333,3.1190
42517.587,2.2298
42542.836,2.3406
42555.457,2.7710
42568.076,2.2015
42580.701,3.6319
42593.327,2.5623
42605.949,1.2425
42618.574,2.6722
42631.202,2.8519
42643.826,3.8012
42656.451,4.0235
42669.078,2.9957
42694.325,3.1903
42706.947,2.4125
42719.573,1.6348
42732.195,2.8571
42744.826,1.5793
42757.451,3.0516
42770.076,2.0238
42795.323,1.7184
42807.949,2.6906
42833.200,2.1352
42858.445,2.3297
42871.068,4.0520
42883.697,2.5242
42908.942,3.4181
42921.568,2.2982
42934.192,1.1783
42946.813,1.8085
42959.444,2.1886
42972.068,1.8187
42984.685,0.4489
43009.936,1.4591
43035.184,2.4694
43047.810,1.3495
43060.438,0.4796
43073.065,0.6097
43085.696,0.7398
43098.327,2.1198
43110.954,-0.7501
43136.216,-0.0492
43148.846,0.0515
43161.491,-1.3390
43174.102,1.2709
43186.734,-0.3570
43199.363,0.5447
43211.993,-0.3035
43224.620,0.5983
43237.250,0.2500
43275.127,0.2054
43287.758,-0.1429
43338.282,0.7141
43350.912,0.1545
43363.543,-0.1447
43376.171,0.0562
43401.434,-0.5108
43414.067,0.4562
43426.701,0.1732
43439.337,0.3902
43451.971,1.1072
43464.598,0.0742
43477.229,1.5413
43489.863,0.7583
43502.512,1.4752
43515.125,-0.3077
43540.392,0.8690
43553.025,0.0717
43565.657,0.7744
43578.292,0.4770
43590.925,2.1797
43603.559,0.8824
43616.195,0.3350
43628.828,1.5242
43641.464,0.7050
43666.732,0.8168
43679.364,0.4977
43704.628,0.1094
43742.527,0.4021
43755.157,0.5830
43780.431,-0.3053
43793.068,0.8755
43805.705,-0.1936
43818.344,0.2339
43830.981,-0.5948
43843.617,1.8265
43856.255,0.7518
43881.518,-1.3916
43894.154,0.5366
43919.423,-0.1069
43944.697,0.2484
43957.334,-0.0751
43969.972,-0.6486
43982.607,0.7779
43995.240,-0.0456
44007.874,0.6309
44020.512,0.8073
44033.151,0.9838
44045.790,0.6603
44083.705,1.6897
44096.338,0.1169
44159.526,0.7828
44172.161,-0.2840
44184.800,0.3987
44197.442,0.8294
44222.719,1.6909
44235.359,0.3717
44248.002,-0.4476
44260.638,0.9873
44273.275,0.4222
44285.917,-0.1483
44298.555,1.0313
44311.193,0.2109
44323.833,1.1405
44336.473,0.8201
44349.118,0.2501
44361.755,-0.0696
44374.392,1.1106
44387.031,0.5408
44399.668,-0.7790
44412.312,0.4007
44424.948,1.3279
44437.587,0.7551
44450.234,0.1823
44462.875,-0.1405
44475.514,1.2867
44488.157,-0.0361
44500.799,-0.3587
44513.436,1.5690
44526.072,0.9968
44538.711,-0.3255
44551.356,0.8522
44563.997,0.5299
44576.641,0.9589
44601.926,0.3180
44614.566,1.4976
44627.202,0.4273
44639.844,0.8568
44652.486,0.0364
44665.133,0.9634
44677.778,0.3900
44715.707,-0.0801
44728.350,1.0966
44740.995,-0.4764
44753.637,0.4505
44766.289,-0.3732
44778.931,0.5521
44804.214,0.6527
44816.858,1.0781
44829.501,-0.4966
44842.147,0.1787
44854.793,0.3540
44867.442,0.0293
44880.084,1.7046
44892.725,-0.1201
44918.012,0.4806
44930.654,0.9059
44943.300,-0.1688
44955.948,-0.4929
44968.593,0.6860
44981.242,-0.3851
44993.893,-0.7062
45006.555,0.4727
45044.379,-0.2201
45056.991,0.2218
45069.599,-0.3306
45094.821,-0.1820
45107.428,0.7674
45120.036,-0.0430
45132.651,0.6427
45145.258,0.8285
45157.872,1.0142
45170.481,0.1999
45183.094,1.1357
45195.704,0.5714
45208.312,2.2572
45220.920,0.6930
45233.529,0.3787
45246.141,0.5645
45258.752,1.5002
45271.365,0.6844
45283.976,0.3617
45296.587,-1.2110
45309.196,0.9663
45321.814,1.3936
45334.422,1.8209
45347.032,0.7482
45359.642,-0.0745
45372.258,0.3528
45384.866,0.7761
45397.474,1.1983
45410.086,0.3705
45422.703,1.5426
45435.316,0.2148
45447.928,-0.3632
45473.158,0.2298
45485.773,-0.0970
45510.999,0.0053
45523.617,0.4327
45536.235,0.6109
45548.847,-0.2109
45561.461,0.9673
45574.076,2.3956
45586.692,0.0738
45599.315,0.5020
45611.930,0.1802
45624.547,0.6084
45637.156,0.0367
45649.773,1.4649
45662.383,0.1431
45700.238,-0.3178
45712.850,0.3659
45725.464,0.5496
45738.083,0.9833
45750.695,0.6671
45763.314,1.1008
45775.931,0.7845
45788.546,0.2182
45801.162,-0.8493
45813.777,1.5815
45839.011,0.1931
45851.623,0.3739
45864.235,0.0547
45876.850,1.7362
45889.463,0.1679
45902.083,0.3495
45914.697,0.7742
45927.314,-0.3012
45939.932,0.6243
45952.552,-0.1978
45965.171,0.7301
45990.406,-0.1640
46003.023,0.5139
46028.254,0.1198
46040.874,-0.4523
46053.492,0.9756
46066.110,-0.5964
46078.726,0.0815
46091.346,1.5094
46103.965,0.6873
46116.583,0.8653
46129.201,-0.9568
46141.819,0.2211
46154.442,0.3990
46167.063,1.0772
46179.685,-0.4919
46192.306,0.1890
46204.931,1.3708
46217.551,1.8053
46230.175,1.2398
46242.792,0.6744
46255.409,1.1089
46268.030,-0.2066
46280.653,0.9767
46293.278,-0.3404
46305.900,0.5925
46331.150,0.7083
46343.772,1.1412
46356.390,-0.4258
46369.016,1.0031
46381.635,0.4304
46394.254,0.6077
46406.871,0.7850
46432.118,1.3944
46444.742,0.8245
46457.362,0.0045
46469.987,0.9345
46482.613,-0.1354
46495.234,0.7946
46507.859,0.9747
46533.108,0.5876
46545.731,0.7700
46558.357,-0.0490
46570.981,0.1305
46583.607,0.3099
46596.235,-0.7608
46608.858,0.4187
46621.486,1.0981
46634.116,-0.2234
46646.739,1.4549
46659.366,-0.3668
46671.999,1.0615
46684.623,-0.0101
46697.243,1.1660
46735.112,-0.3095
46747.741,0.8663
46760.363,-0.7078
46772.990,1.4680
46785.620,0.1460
46798.243,0.5776
46810.870,1.2593
46823.496,0.1909
46836.125,-0.1275
46848.755,1.0542
46861.381,0.7374
46874.008,-0.0791
46886.638,2.1044
46899.263,0.5379
46924.508,-0.3450
46937.129,0.3386
46949.755,1.2654
46962.376,-0.3082
46975.000,0.6190
46987.626,0.3057
47000.254,-0.2576
47012.878,1.4291
47025.503,1.1158
47050.759,-0.5154
47076.018,0.8383
47088.640,-1.2349
47101.270,0.1920
47113.902,-0.1313
47139.161,-0.5300
47151.796,0.1456
47164.423,1.5713
47177.052,0.4970
47189.684,0.1726
47202.313,2.3485
47214.940,0.0263
47227.572,1.4542
47240.202,0.8822
47252.830,2.0606
47265.464,0.9890
47278.097,1.1668
47290.733,0.8439
47303.368,0.5210
47316.002,0.9481
47328.635,-0.3748
47341.267,0.3023
47353.898,1.7294
47366.529,0.4113
47379.159,0.5964
47404.424,0.2165
47417.053,-0.0984
47429.680,1.3366
47442.309,-0.2258
47454.936,0.9539
47467.568,1.3803
47480.197,0.0567
47492.829,-0.2669
47505.462,1.1594
47518.096,0.5870
47530.732,1.0204
47543.367,0.2038
47556.001,0.6373
47568.635,0.3207
47593.906,0.4373
47606.537,0.1202
47619.173,-0.4470
47631.807,-0.0141
47644.441,1.4188
47657.080,0.1016
47669.714,-0.2155
47682.349,1.2155
47707.615,-0.1737
47720.252,-0.7433
47732.891,-0.3130
47745.525,0.6174
47758.159,0.2978
47770.797,0.4782
47796.072,0.0856
47808.706,0.2632
47821.339,-0.3092
47833.974,1.1183
47846.614,0.0459
47871.887,-0.3480
47897.161,-0.2375
47909.797,0.9427
47922.433,1.1229
47935.066,-0.4468
47947.698,-0.7692
47960.335,-0.5925
47972.970,-0.4157
47985.608,0.0110
47998.245,0.4378
48010.881,0.1145
48023.518,-0.2087
48036.163,0.2180
48048.805,-0.3553
48061.444,-1.4283
48074.088,1.2548
48086.733,0.9380
48099.375,-0.3788
48112.014,-0.1955
48137.290,0.4209
48149.930,-0.3959
48162.567,0.5374
48187.846,0.1538
48200.483,-0.6630
48213.124,0.0255
48225.763,1.4589
48238.404,-0.8612
48251.049,0.5686
48263.689,0.9985
48276.333,-0.0717
48288.976,0.6081
48301.621,0.7871
48326.911,-0.6051
48339.554,-0.1761
48364.840,0.4317
48377.480,0.8603
48390.118,0.2861
48402.757,0.4618
48415.397,1.3876
48428.035,-0.4366
48440.677,-0.7609
48453.318,-0.0854
48465.960,1.0899
48478.603,-0.2349
48491.245,0.1948
48516.526,0.5576
48529.168,0.2343
48554.451,-0.6510
48579.739,-0.0396
48592.381,0.3911
48617.668,0.0024
48630.313,0.1831
48643.129,0.3628
48655.603,0.0445
48668.246,1.2251
48680.896,0.1558
48693.546,-0.1636
48718.844,-0.0523
48731.494,1.1304
48744.140,-0.1832
48756.791,-0.7468
48769.437,1.6863
48782.086,0.6171
48794.748,0.7978
48807.399,0.2286
48832.699,1.0905
48845.349,0.2777
48858.000,-0.0351
48870.646,-0.3479
48883.289,0.8393
48895.939,0.0265
48921.239,-0.3478
48933.889,0.0942
48946.535,-0.4638
48959.186,-0.0264
48971.836,0.9042
48984.490,-0.6653
48997.141,0.5188
49009.794,1.4549
49022.445,0.3909
49035.093,0.5690
49060.388,1.4210
49073.039,-0.4031
49085.686,-0.2270
49098.335,0.1989
49136.295,0.2247
49148.944,0.4166
49161.593,-0.6561
49174.244,0.5213
49199.561,-0.3770
49212.209,0.0481
49224.859,-0.5267
49237.508,0.1484
49250.161,0.3236
49262.814,1.2487
49275.469,-0.0762
49288.125,0.0989
49313.428,-0.3008
49326.079,-0.1257
49338.730,0.0494
49351.382,0.2240
49364.037,-0.1016
49376.689,-0.6771
49389.346,0.5040
49402.003,-0.5647
49427.313,-1.2021
49439.969,-1.0208
49452.627,0.1569
49477.939,0.2586
49490.597,1.1862
49503.251,0.8638
49515.907,-0.2085
49528.563,0.4691
49541.215,0.1429
49553.871,0.5638
49579.181,0.6629
49591.836,-0.6563
49604.491,0.5246
49642.461,0.0672
49655.117,0.2481
49667.772,-0.3210
49680.429,0.1098
49693.083,1.0407
49705.742,-0.5284
49718.399,-0.0976
49731.061,0.0829
49743.718,0.7620
49769.037,0.8702
49781.696,0.5493
49794.359,0.7284
49832.340,-0.2342
49845.002,0.4449
49882.982,-1.0177
49895.639,0.4032
49908.298,-0.4274
49946.276,-0.9024
49958.935,1.0259
49971.592,0.4567
49996.925,0.5662
50009.576,0.7424
50060.175,-0.8030
50072.825,0.1253
50085.474,1.0549
50098.125,0.2355
50110.748,-0.8339
50123.375,0.3468
50136.004,1.0274
50148.634,1.2080
50161.261,-0.6127
50173.891,0.5665
50186.523,0.7457
50199.153,0.9249
50211.780,0.6041
50224.409,0.0334
50237.036,-0.5364
50249.664,-0.8510
50262.294,1.3345
50274.920,0.0199
50287.546,-0.2947
50300.169,-0.1092
50312.809,0.8198
50325.439,-0.2567
50338.063,1.1668
50350.689,0.0950
50363.318,0.5253
50375.949,-0.2944
50388.573,-0.1141
50401.205,0.3161
50413.832,-0.7534
50426.463,0.1799
50439.092,1.1132
50451.722,0.0466
50464.351,0.2299
50476.981,-0.0868
50489.608,-1.4019
50502.236,-0.4674
50514.868,0.9626
50527.496,0.6426
50540.126,0.0726
50552.756,1.2526
50565.389,-0.5674
50578.019,0.1134
50590.647,-0.7052
50603.278,0.2262
50615.907,-0.0924
50628.540,0.3390
50641.172,-0.7296
50653.810,0.2018
50666.438,-0.1176
50691.699,-0.0069
50704.332,-0.3266
50716.967,-0.6463
50729.597,-0.4660
50742.229,-0.2857
50767.492,-0.1793
50780.125,0.4986
50792.757,0.1766
50805.389,-0.8955
50818.023,0.5330
50830.655,-0.7857
50843.289,0.1456
50855.927,0.3269
50868.560,0.5082
50881.194,0.6896
50893.828,-1.1291
50906.458,0.0518
50919.093,1.2316
50931.723,-0.0886
50944.356,0.5912
50956.992,-0.2290
50969.624,-0.5492
50982.258,0.1277
50994.893,1.0537
51007.532,0.2296
51020.170,-0.3445
51032.802,-0.6686
51045.431,0.7574
51070.693,0.3640
51083.321,-0.9546
51095.952,-0.2738
51108.580,-0.1010
51133.845,0.2474
51146.483,0.4327
51159.118,-0.3820
51171.751,-0.1967
51184.388,0.2386
51197.023,-0.0761
51209.651,-0.8908
51222.282,0.0445
51234.917,0.2298
51247.554,0.9151
51260.188,0.1004
51272.832,0.5357
51285.469,0.2210
51298.104,-0.5888
51310.739,0.1028
51323.374,0.5465
51336.008,0.3149
51348.642,-0.1668
51361.275,0.3515
51373.911,-0.1301
51386.552,0.6382
51399.190,0.4172
51424.462,0.0056
51437.102,1.5499
51449.735,0.0941
51462.371,0.8883
51475.002,2.1825
51487.633,1.7193
51500.270,0.5012
51512.907,1.5332
51525.551,1.0338
51538.184,0.5243
51550.822,0.7647
51563.457,1.7552
51576.090,1.9957
51601.366,2.2266
51614.004,1.2171
51626.658,1.9576
51639.279,0.9456
51651.921,1.6623
51677.205,1.3457
51689.845,1.8124
51702.484,1.5291
51715.124,1.2457
51727.764,1.7124
51740.403,0.4291
51753.046,0.9047
51765.687,0.1354
51778.327,1.1161
51803.600,1.3274
51816.240,2.8081
51828.886,1.2888
51841.530,1.7695
51879.448,1.4927
51892.093,1.9873
51904.731,1.2303
51917.372,0.9676
51930.013,1.7050
51942.655,2.1999
51955.296,1.7041
51967.938,1.4583
51993.216,0.9667
52005.862,1.2210
52031.142,0.7144
52043.785,2.4601
52056.428,2.7123
52069.072,2.4647
52081.713,0.2171
52094.355,2.2195
52107.002,1.7219
52119.644,2.4743
52157.575,2.7314
52170.219,1.7340
52182.860,2.2369
52195.506,1.2399
52208.152,2.9929
52220.796,2.4958
52233.440,1.4988
52246.082,2.5017
52271.377,2.7577
52284.025,1.2606
52296.675,2.7636
52309.324,1.2666
52321.973,3.0195
52334.619,1.2725
52359.910,2.5284
52372.556,2.2814
52385.202,2.5343
52410.496,1.5402
52435.787,1.2962
52448.434,3.0491
52461.076,2.3021
52473.722,3.0536
52486.365,3.3044
52499.013,1.3052
52511.661,2.0560
52536.952,2.5577
52549.600,2.3085
52562.247,2.5593
52574.894,2.8101
52587.537,2.0609
52600.183,1.0618
52612.831,0.8147
52625.482,1.3186
52638.131,2.3224
52650.780,1.5715
52663.423,3.3197
52676.073,2.3179
52688.719,3.0661
52714.013,2.0616
52726.660,3.0556
52739.308,2.0496
52751.957,2.5476
52764.607,3.3016
52789.907,2.5596
52815.208,2.0676
52827.862,3.8216
52840.513,2.0756
52853.164,3.3296
52865.820,1.0836
52878.471,2.3376
52891.118,2.0875
52903.769,3.3314
52916.415,2.5752
52929.068,2.3191
52941.718,2.0629
52954.368,3.3068
52967.018,2.0673
52979.667,4.0803
52992.316,3.3430
53004.967,1.8428
53017.621,3.3425
53030.273,0.8423
53042.928,2.8420
53068.232,2.5916
53080.881,1.5913
53093.534,2.0911
53106.183,1.8393
53118.834,2.5867
53131.489,3.3341
53144.143,2.0815
53169.446,2.5762
53182.097,3.5736
53194.746,1.8233
53207.398,3.0736
53220.048,2.3239
53232.700,3.0743
53245.347,2.5746
53257.995,3.5749
53270.645,0.8253
53283.301,2.0756
53295.951,3.5759
53308.603,2.5763
53321.255,2.3266
53333.906,2.8269
53346.560,2.3273
53371.874,2.8279
53384.519,3.0783
53397.172,2.0786
53409.827,2.5789
53422.483,2.0793
53435.139,3.5796
53447.795,2.3299
53473.100,1.5718
53485.755,2.3174
53498.413,2.0629
53511.066,2.3163
53523.721,2.0717
53536.378,2.5768
53549.030,2.8197
53561.686,1.3125
53574.340,2.0554
53599.647,2.5411
53612.308,2.2869
53624.968,3.2868
53637.621,2.0367
53650.278,2.2866
53662.935,2.7865
53675.595,2.2864
53688.250,2.0362
53700.907,2.5361
53713.565,2.0362
53738.886,2.2952
53751.543,2.0497
53776.862,1.3088
53789.521,2.3133
53802.177,2.5667
53814.836,2.8150
53827.495,1.0632
53840.153,2.5615
53852.812,3.3107
53865.473,3.0652
53878.137,3.3198
53890.796,2.5731
53916.128,3.3238
53928.790,3.8242
53941.453,1.3245
53954.114,2.5749
53966.774,1.5794
53979.440,2.5857
53992.104,3.5921
54004.769,3.3419
54017.430,2.5906
54030.089,1.3393
54042.750,2.5880
54068.071,2.8353
54080.735,2.3340
54093.398,2.8325
54106.058,2.0810
54118.717,3.3295
54131.378,2.0780
54144.037,3.3265
54156.696,2.0750
54169.358,2.3235
54182.016,2.5720
54232.663,3.3160
54245.326,2.3145
54283.309,3.5600
54295.970,1.8085
54308.631,2.8070
54321.294,2.0563
54333.956,2.8056
54346.617,4.0549
54359.280,2.8042
54371.937,2.0535
54384.601,4.0550
54397.266,2.5594
54422.593,2.7977
54435.256,2.2918
54447.921,2.0360
54460.582,3.0325
54473.248,2.2825
54485.912,3.5355
54498.579,2.2884
54523.904,3.0444
54536.569,2.0474
54549.235,3.8004
54561.899,2.3034
54574.562,3.3063
54587.225,2.5593
54612.560,2.0653
54625.224,3.0679
54637.891,2.3174
54675.876,2.5659
54688.539,2.0653
54701.202,2.5648
54713.863,2.0643
54726.529,2.8138
54739.192,2.0632
54751.853,2.3127
54764.513,2.5622
54777.179,3.0617
54789.842,2.8112
54802.509,2.3106
54815.172,2.0601
54827.836,2.8121
54853.166,2.5674
54865.834,3.5701
54878.503,1.5728
54891.173,2.8254
54916.520,2.5796
54941.866,2.3207
54967.207,2.5553
54979.878,2.3007
54992.550,3.5529
55005.245,2.3050
55017.874,2.5572
55030.506,3.3094
55043.135,2.5616
55055.762,3.5638
55068.390,3.3155
55081.020,2.0665
55093.647,3.5676
55106.279,3.3187
55131.539,3.0708
55144.169,2.5794
55169.430,2.8499
55182.060,1.5981
55194.691,3.5963
55207.334,2.8450
55219.956,3.3450
55257.851,2.8450
55270.478,3.3450
55283.104,2.5950
55295.734,3.0947
55308.362,3.3438
55320.989,3.5929
55333.617,2.8419
55346.246,1.3410
55358.874,2.5901
55371.502,3.5891
55384.129,3.0882
55396.753,2.5873
55409.379,2.3363
55422.009,2.0859
55434.639,2.8358
55447.271,3.5857
55459.901,2.5857
55472.524,2.3356
55485.157,2.0855
55497.791,2.8354
55510.422,3.3353
55523.053,3.0852
55535.685,3.5851
55548.317,3.3350
55573.583,3.5848
55611.477,2.5845
55624.115,3.0844
55636.749,3.5843
55649.378,2.0842
55674.638,4.0840
55687.273,3.8281
55712.537,3.3119
55725.168,2.0632
55737.799,3.3157
55750.428,2.3182
55763.058,3.8207
55775.688,3.3232
55788.322,2.3262
55800.949,2.5810
55813.582,3.3272
55826.211,3.5745
55838.843,3.8232
55851.470,2.0719
55864.102,2.3206
55876.730,2.8194
55889.363,2.3181
55901.992,2.8168
55914.625,3.3155
55927.255,1.5643
55939.884,4.0630
55952.517,2.0617
55965.149,2.8104
55977.783,4.0592
55990.415,2.5579
56003.049,2.0566
56015.682,4.0553
56028.318,2.5541
56040.950,3.0577
56053.581,2.0615
56066.215,2.3146
56078.848,2.8103
56091.480,3.8059
56104.108,3.3041
56116.743,2.0577
56129.379,4.0612
56154.650,3.5728
56167.280,2.5795
56179.917,1.8317
56192.551,2.5811
56205.184,3.8306
56217.818,3.0800
56230.468,2.3295
56243.108,2.5789
56255.739,3.5784
56268.378,4.3278
56281.014,2.0773
56293.649,2.3267
56318.925,3.8256
56331.561,3.3251
56344.200,3.5745
56356.834,2.5740
56369.469,1.8235
56382.105,3.0747
56394.742,2.3349
56407.373,2.8451
56420.011,4.6009
56432.649,4.0972
56445.280,4.3436
56457.918,2.8404
56470.548,3.5875
56483.182,2.0846
56495.814,1.8343
56508.446,3.5846
56521.081,2.3350
56533.719,2.8353
56546.354,4.0857
56558.985,2.5860
56571.617,3.5862
56584.248,2.3363
56596.883,3.3365
56609.518,3.0866
56622.154,3.5867
56634.791,2.3369
56647.428,3.3369
56660.063,3.8363
56672.702,2.0858
56685.334,3.3353
56697.970,2.5847
56710.608,3.3342
56723.245,4.3338
56735.880,3.3334
56748.515,3.5830
56761.151,3.3327
56773.787,2.0823
56786.424,3.3319
56811.701,2.3312
56824.336,3.3309
56836.974,2.3305
56849.610,2.5801
56862.259,3.5798
56874.889,2.3294
56900.166,2.0787
56912.809,3.8283
56925.448,1.0770
56938.086,2.3187
56950.722,3.5604
56963.359,2.0596
56975.996,3.8230
57001.273,3.3428
57013.915,3.8442
57026.558,2.3456
57039.202,2.0928
57051.845,2.8383
57064.488,2.5838
57077.127,2.0794
57089.767,3.0749
57102.409,2.8232
57115.047,3.8267
57127.684,2.8253
57140.325,2.0735
57152.967,3.3217
57178.252,3.5681
57190.891,2.5671
57203.529,3.3175
57216.166,3.8179
57228.806,3.0713
57241.446,1.3268
57254.088,3.0822
57266.728,2.5792
57279.370,3.5748
57292.012,3.8203
57304.657,2.0659
57317.300,3.3114
57329.944,3.5581
57367.875,2.3093
57393.154,3.3102
57405.799,3.8106
57418.442,3.5610
57431.083,3.8114
57443.727,3.3118
57456.370,2.0636
57469.014,3.5663
57481.656,1.8190
57494.301,3.3217
57506.947,3.5745
57519.591,2.3272
57544.883,2.8326
57557.530,3.8354
57570.173,2.0881
57582.818,2.3408
57595.462,2.8435
57608.105,3.3457
57633.397,3.0889
57646.038,3.3356
57658.679,3.5822
57671.327,2.3288
57683.976,2.5758
57709.263,3.3209
57721.909,1.5684
57734.556,2.0660
57747.201,3.5635
57772.490,3.8086
57785.137,3.3061
57797.785,3.8036
57810.431,2.0545
57823.076,2.5552
57835.721,3.3021
57848.367,2.8122
57861.017,3.0727
57873.663,3.8312
57886.309,3.0820
57898.956,2.3328
57911.602,3.5836
57924.246,2.3344
57936.893,3.5852
57962.191,3.3368
57974.840,2.5876
57987.486,2.8384
58000.136,2.3392
58012.782,2.0900
58025.431,2.5908
58038.079,2.8397
58063.375,2.0865
58076.027,2.3349
58088.675,2.5833
58101.323,2.0822
58113.973,2.8330
58126.624,2.3338
58139.273,2.5846
58151.921,3.8355
58164.570,3.3363
58177.220,4.0871
58189.870,3.3380
58202.524,2.8388
58215.178,3.3396
58227.829,2.0890
58240.480,2.5871
58253.135,2.3271
58265.789,2.8262
58278.442,3.5793
58303.741,2.5855
58316.393,2.3386
58329.044,2.8417
58341.696,3.3448
58354.350,1.5979
58367.017,2.6011
58404.977,3.3223
58417.627,2.3187
58430.281,3.3605
58442.939,2.9023
58455.592,2.4441
58468.246,2.7359
58480.898,3.7777
58493.553,2.5695
58506.204,3.8613
58518.853,2.9031
58544.158,2.7367
58556.812,2.5285
58569.463,2.8203
58582.116,4.1121
58607.415,3.4457
58620.066,4.2375
58632.714,3.0292
58645.366,4.0710
58658.019,2.8628
58670.670,3.1802
58683.325,4.2593
58695.980,3.0884
58708.630,3.6674
58721.285,4.7465
58733.939,4.5751
58759.239,4.9798
58771.891,3.8071
58784.543,2.8845
58797.195,3.9618
58822.508,3.8509
58835.161,2.9195
58847.820,4.9902
58860.475,4.8111
58873.135,4.1321
58898.448,5.5239
58911.101,4.0948
58923.757,5.1657
58936.415,5.4866
58949.072,4.8075
58961.728,3.8784
58974.384,4.9493
58987.041,4.5203
58999.697,5.3412
59012.351,5.1621
59025.008,6.2330
59037.665,5.5539
59050.321,5.1261
59062.972,5.7001
59075.631,5.5164
59088.282,5.8311
59100.941,4.1458
59113.595,4.4606
59151.562,3.4048
59164.214,5.4695
59176.867,6.2842
59189.520,5.0989
59202.180,5.9137
59214.832,4.9815
59227.487,5.2998
59240.144,4.3681
59252.802,5.4364
59265.455,4.7547
59278.110,5.5730
59303.427,4.2085
59316.084,5.0255
59341.398,5.4095
59366.714,6.2940
59379.368,4.8615
59392.027,4.4309
59404.682,4.7503
59417.343,6.0697
59429.999,4.8890
59442.652,5.4584
59455.310,5.2778
59480.623,4.1666
59493.297,3.9860
59505.937,5.0553
59518.579,4.3746
59531.223,5.4439
59543.867,5.0132
59556.510,4.8326
59581.798,6.2212
59594.442,4.7905
59619.685,5.9289
59632.308,4.7508
59644.930,5.8246
59657.551,6.1484
59670.169,5.2223
59695.409,5.8699
59708.027,4.6938
59720.640,5.7655
59733.258,6.0862
59758.495,4.7278
59771.111,5.5486
59783.734,4.6194
59796.358,5.4402
59808.976,5.0116
59821.599,4.8331
59834.221,6.4047
59846.842,5.4762
59859.458,6.2977
59872.079,5.3693
59884.698,6.6908
59897.319,5.5124
59922.568,5.4055
59935.187,5.7270
59947.808,5.2957
59960.428,4.6120
59973.051,5.9283
59985.675,5.4974
59998.301,6.0679
60036.172,5.2792
60048.799,6.3523
60086.664,6.3267
60111.923,5.4672
60137.179,6.3577
60149.808,5.9280
60162.433,4.9984
60175.060,6.3187
60200.309,5.9593
60212.936,6.2797
60238.188,6.1724
60250.818,5.2442
60276.076,6.1377
60288.702,6.4595
60301.328,5.5312
60326.580,6.4248
60339.210,5.4965
60351.837,4.5683
60364.465,4.3901
60377.092,6.9618
60389.720,4.7784
60402.345,5.8446
60414.969,5.6607
60427.601,6.2269
60440.232,5.7931
60452.874,5.6091
60465.491,5.1748
60478.122,6.4904
60490.752,6.3061
60503.382,5.3718
60516.013,5.9375
60528.640,6.2570
60541.268,5.5778
60553.896,5.8985
60566.526,6.9693
60579.157,5.7900
60617.050,5.7545
60629.681,6.5780
60642.311,4.9015
60654.936,6.2250
60667.562,5.0485
60680.187,6.6220
60692.814,5.9455
60705.442,5.7690
60718.072,4.8406
60730.699,5.9092
60743.325,5.7279
60768.583,6.1152
60781.208,5.6838
60793.835,6.0025
60806.462,5.8221
60831.716,6.2133
60844.343,6.0339
60856.970,5.8545
60869.594,4.9251
60882.220,5.9957
60894.845,5.5675
60907.472,6.8902
60920.100,4.9630
60932.732,5.2858
60945.363,6.6086
60957.991,5.6814
60970.619,6.0042
61008.504,5.4674
61021.135,6.2857
61033.763,6.1039
61046.392,4.9222
61059.015,6.2404
61071.649,5.0587
61084.281,5.3770
61096.909,6.1952
61109.540,7.2635
61122.171,6.3318
61134.797,5.6500
61172.697,5.1226
61185.326,6.9518
61197.957,6.7731
61210.589,7.0924
61223.224,5.6617
61235.853,6.7310
61248.482,5.8003
61261.112,6.3696
61273.746,5.9389
61286.376,5.2582
61299.005,6.0774
61311.637,6.3965
61324.265,6.2156
61336.894,6.0340
61349.525,5.6019
61362.159,6.9197
61374.792,5.7395
61387.426,5.5599
61400.054,5.8802
61412.683,6.2005
61425.315,6.0235
61450.583,6.4212
