Time_s,Voltage_mV
35089.56532006,197.6974904537
35151.55181978,197.6459920406
35252.27989076,197.4598318338
35278.10757,197.5562423468
35365.92182292,197.4212676287
35417.57718648,197.3719447851
35479.5637089,197.301864624
35518.30523544,197.2621828318
35593.20558126,197.2506940365
35657.77484268,197.1560269594
35745.58903506,197.0998495817
35820.4894686,196.9658136368
35859.23108638,196.9791203737
35934.1314483,196.9062834978
35972.8730631,196.8359202147
36034.85958296,196.7689841986
36099.42886308,196.5252608061
36161.41537136,196.4143961668
36262.14334134,196.3785737753
36313.79879358,196.2834596634
36388.69911256,196.2262094021
36437.77175694,196.1203217506
36502.34098554,196.2055414915
36590.15518658,196.1611360312
36628.89678326,196.0501223803
36677.96938882,196.0012018681
36778.69733236,195.7796365023
36830.3527472,195.6069022417
36892.33918478,195.3329145908
36943.99453852,195.2192336321
37057.6364204,195.0766295195
37083.46413996,195.0814574957
37132.53672908,194.9584931135
37197.10603002,194.6855187416
37259.09247276,194.4864392281
37359.82048476,194.365516305
37398.56197112,194.2533701658
37460.54846748,194.0629929304
37525.11764358,193.9280182123
37587.10411392,193.7093287706
37674.91822546,193.4970617294
37752.40140312,193.3093070984
37801.4740632,193.2875365019
37840.21565028,193.323880434
37940.94364938,193.1972205639
37979.68518288,193.0678188801
38054.58550736,193.0931210518
38116.57209048,192.7928924561
38194.05522376,192.5296187401
38256.04176144,192.4321651459
38320.61099546,192.3435777426
38382.5974521,192.3761665821
38421.33896484,192.1048015356
38496.2391987,191.3485378027
38560.8083263,190.5939728022
38622.79468322,189.9266242981
38697.69499468,188.8910681009
38749.35039742,187.193647027
38811.33676544,183.6750656366
38901.73355824,163.0792170763
38976.633814,163.0603671074
39064.4479723,163.1435006857
39129.0170769,163.125500083
39154.84477428,163.1526947021
39242.65890004,163.2394641638
39304.64525396,163.3390039206
39369.21443044,163.2909327745
39395.04211364,163.327679038
39508.6838246,163.3139401674
39531.92869544,163.1564348936
39635.2393514,163.2303893566
39671.3980814,163.290143013
39723.0534358,163.2208526134
39810.8675962,163.25519979
39875.43675066,163.2322221994
39924.5092857,163.5168939829
39976.16457012,163.397744298
40051.06479538,163.4916365147
40102.7201224,163.556560874
40216.36184464,163.5749340057
40291.26205492,164.5358204842
40317.08972914,182.5311034918
40391.9900207,182.4312955141
40443.6453195,182.3813915253
40544.37314736,182.2506189346
40593.44572568,182.3040693998
40619.27338386,182.0509582758
40707.087434,181.8861365318
40745.82895498,181.8473339081
40833.64305388,181.5107017756
40885.29836146,181.3998222351
40998.9402414,181.4190596342
41060.9266478,181.4558506012
41086.7543114,181.5162301064
41148.74074584,181.2697052956
41200.39616104,181.2881976366
41301.1241943,181.4894378185
41388.93843988,181.853055954
41450.92482042,182.3608130217
41515.49398878,182.6864033937
41577.4804585,182.7481091022
41629.13582284,182.8586757183
41678.20844708,182.6950907707
41755.69155972,182.7264875174
41778.9364297,182.7520728111
41892.57828054,182.7004700899
41918.40600042,182.7473640442
42032.04811468,182.773321867
42044.96196316,182.7502548695
42119.86236116,182.5196892023
42171.51793844,182.2320371866
42285.16014822,182.1711212397
42310.98787378,182.2132319212
42398.80244524,182.2275221348
42424.63028072,182.1490973234
42499.53101448,181.8347722292
42600.25966462,181.4801096916
42639.00151412,181.2927573919
42700.98822166,180.997133255
42752.64375698,180.5952489376
42814.63059478,179.6704828739
42879.20027928,179.2823076248
42941.18714198,179.2558282614
43067.7436009,179.6459555626
43116.81652812,179.8964440823
43194.3000741,180.0553947687
43220.1278801,180.1777631044
43320.85656806,180.4510205984
43333.77048446,180.5194914341
43395.75718928,180.3698837757
43483.57164986,180.3300827742
43522.31328536,180.2373975515
43623.04154868,180.2823543549
43687.610977,180.2051216364
43762.51135566,180.2816838026
43837.4118125,180.4147660732
43901.98121504,180.3953647614
43963.967685,180.4472208023
43976.88149794,180.4711669683
44077.60947428,180.3047955036
44116.3508838,180.2288740873
44204.1650702,180.2215874195
44242.90664414,180.1896393299
44356.54839436,180.2451908588
44382.37606748,180.1997572184
44483.10396762,180.1071316004
44545.09040464,180.2708506584
44609.65954678,180.224314332
44635.4872504,180.3070157766
44710.3874598,180.1982372999
44811.11534012,180.3095787764
44824.02917,180.3893893957
44924.75702992,180.4766356945
44950.5847495,180.6218326092
45038.39884126,180.1710575819
45090.05424702,179.9685060978
45139.12683186,179.7469258308
45252.7685731,179.5939207077
45291.51007994,179.6027570963
45392.23802894,179.4666498899
45418.0656646,179.4983446598
45518.79355598,179.5112937689
45554.95227748,179.6153634787
45593.69381386,179.6234995127
45655.68024672,179.8739135265
45720.24936018,179.5679032803
45808.06336086,179.6706318855
45859.7186559,179.6260923147
45934.61884618,179.4305443764
45996.60526818,179.3766468763
46061.1743694,179.277703166
46123.16077696,178.9222955704
46187.72996656,178.8401901722
46236.8024993,178.7724494934
46324.61669394,178.6089539528
46415.01363438,178.5621196032
46489.91392322,178.5852611065
46502.8277741,178.634762764
46564.81431476,178.3507466316
46629.38353584,177.9239326715
46691.36997504,177.6408106089
46755.93915106,177.17666924
46869.5810095,177.3035526276
46918.65366346,177.2672086954
46944.48138404,177.2903949022
47032.29564292,176.8915653229
47096.86492542,176.5421330929
47171.76521344,176.3854324818
47233.75169688,176.2331277132
47272.49324928,174.9449819326
