Time_s,Voltage_mV,CmdDisp_um,CmdStrain_pct
37.76250914,-116.1546111107,-19.3115055859375,-0.0643716852864584
37.8451558,-115.7746911049,-19.150086328125,-0.06383362109375
37.9278037,-115.4745966196,-18.9886646484375,-0.063295548828125
38.01043146,-115.1538938284,-18.8272823046875,-0.0627576076822917
38.0930596,-113.8610094786,-18.66589921875,-0.0622196640625001
38.17570576,-113.5547608137,-18.5044809375,-0.061681603125
38.25833468,-113.7965172529,-18.343096328125,-0.0611436544270834
38.34096158,-113.1187975407,-18.1817156640625,-0.0606057188802084
38.42361868,-111.5909740329,-18.020276015625,-0.06006758671875
38.50624752,-110.474653542,-17.8588915625,-0.0595296385416667
38.5888681,-109.9832653999,-17.6975232421875,-0.058991744140625
38.6714831,-109.9801808596,-17.5361658203125,-0.0584538860677084
38.7541147,-109.8490357399,-17.3747759765625,-0.057915919921875
38.83673326,-108.1195920706,-17.2134116015625,-0.057378038671875
38.91934942,-108.8567003608,-17.0520519140625,-0.056840173046875
39.00196706,-107.7673137188,-16.8906893359375,-0.0563022977864584
39.0846121,-104.6932563186,-16.7292732421875,-0.055764244140625
39.16722322,-103.10652107,-16.5679233984375,-0.0552264113281251
39.24985518,-101.828828454,-16.4065328515625,-0.0546884428385417
39.3324938,-100.6323844194,-16.245129296875,-0.0541504309895834
39.4151281,-100.6240099669,-16.0837341796875,-0.0536124472656251
39.49776412,-99.20942038298,-15.922335703125,-0.05307445234375
39.58038196,-98.68765622377,-15.760972734375,-0.0525365757812501
39.66303664,-98.91119599342,-15.5995378125,-0.051998459375
39.74566182,-98.52550923824,-15.4381605078125,-0.0514605350260417
39.828289,-98.46261888742,-15.276779296875,-0.0509225976562501
39.9109443,-96.37611359358,-15.1153431640625,-0.0503844772135417
39.99358902,-96.84345126152,-14.9539276953125,-0.0498464256510417
40.07620734,-95.62227874994,-14.7925637890625,-0.0493085459635417
40.1588444,-94.07982230186,-14.63116328125,-0.0487705442708334
40.24147962,-92.13346242905,-14.4697663671875,-0.0482325545572917
40.32411662,-91.37858450413,-14.3083659765625,-0.0476945532552084
40.40675778,-90.60522913933,-14.1469574609375,-0.0471565248697917
40.4893858,-89.88849818707,-13.985574609375,-0.04661858203125
40.57200786,-89.67063575983,-13.8242033984375,-0.0460806779947917
40.65464136,-88.60460668802,-13.66280984375,-0.0455426994791667
40.73726072,-86.66504919529,-13.50144390625,-0.0450048130208334
40.8198786,-84.41883325577,-13.340080859375,-0.0444669361979167
40.9025102,-83.78457278013,-13.178691015625,-0.0439289700520834
40.98513456,-82.05769211054,-13.0173153125,-0.0433910510416667
41.06775676,-80.17934858799,-12.855943828125,-0.04285314609375
41.1503969,-80.55813610554,-12.6945373046875,-0.0423151243489584
41.23302886,-75.94486325979,-12.5331467578125,-0.0417771558593751
41.3156599,-72.15541601181,-12.3717580078125,-0.041239193359375
41.3982904,-69.49614733458,-12.2103703125,-0.040701234375
41.4809312,-64.95715677738,-12.0489625,-0.0401632083333334
41.56356584,-59.9514618516,-11.88756671875,-0.0396252223958333
41.646187,-55.33360317349,-11.726197265625,-0.0390873242187501
41.72880254,-56.53031170368,-11.5648387890625,-0.0385494626302084
