t_s,t_h,V
204930.286,56.925080,0.000705273
204989.689,56.941580,0.022000039
205047.986,56.957774,0.039454173
205108.378,56.974549,0.047334366
205168.637,56.991288,0.049223766
205227.302,57.007584,0.050804634
205289.288,57.024802,0.052729171
205352.565,57.042379,0.054728236
205413.013,57.059170,0.056963287
205471.924,57.075535,0.059883762
205530.835,57.091899,0.062941954
205591.116,57.108643,0.065786775
205651.486,57.125413,0.069352724
205710.151,57.141709,0.072880991
205769.062,57.158073,0.075958543
205827.973,57.174437,0.078264572
205888.366,57.191213,0.081835471
205948.624,57.207951,0.087520041
206007.535,57.224315,0.090836197
206067.983,57.241106,0.094081711
206131.260,57.258683,0.096883185
206193.246,57.275902,0.098892726
206251.910,57.292197,0.103129856
206310.821,57.308562,0.106838360
206371.102,57.325306,0.110856995
206431.472,57.342076,0.113247365
206490.383,57.358440,0.116184928
206549.294,57.374804,0.120269991
206608.205,57.391168,0.124590240
206668.351,57.407875,0.127151258
206728.609,57.424614,0.132105768
206787.520,57.440978,0.136069953
206847.968,57.457769,0.138026029
206911.245,57.475346,0.142070785
206973.231,57.492564,0.147620082
207032.142,57.508928,0.152184054
207091.052,57.525292,0.155875370
207151.322,57.542034,0.159176268
207211.457,57.558738,0.162255466
207270.368,57.575102,0.167511046
207329.279,57.591466,0.171563372
207388.189,57.607830,0.174877003
207448.571,57.624603,0.179518707
207508.840,57.641344,0.183600426
207567.751,57.657709,0.187470838
207626.661,57.674073,0.195195690
207689.938,57.691650,0.203025676
207753.215,57.709226,0.215192199
207812.126,57.725591,0.227067307
207871.037,57.741955,0.235390216
207931.306,57.758696,0.238468312
207991.687,57.775469,0.241763368
208050.598,57.791833,0.244700685
208109.509,57.808197,0.247504041
208168.420,57.824561,0.249182791
208228.555,57.841265,0.252436996
208288.824,57.858007,0.254487604
208347.735,57.874371,0.254431516
208406.646,57.890735,0.257630646
208468.631,57.907953,0.260009766
208531.908,57.925530,0.263487175
208592.357,57.942321,0.265454531
208651.268,57.958685,0.271761656
208711.526,57.975424,0.276317582
208771.672,57.992131,0.281289011
208830.583,58.008495,0.283743113
208889.494,58.024859,0.284814030
208948.405,58.041223,0.285396874
209008.774,58.057993,0.285146326
209069.055,58.074737,0.285342395
209127.966,58.091102,0.285733521
209186.877,58.107466,0.285745174
209248.616,58.124616,0.285729408
209311.893,58.142193,0.285377458
209372.341,58.158984,0.285309672
209431.252,58.175348,0.285453647
209491.510,58.192086,0.285538480
209551.903,58.208862,0.285108835
209610.814,58.225226,0.284274071
209669.724,58.241590,0.283807218
209729.826,58.258285,0.283067331
209790.129,58.275036,0.281886935
209849.040,58.291400,0.280962765
209907.951,58.307764,0.280234545
209966.862,58.324128,0.279324740
210027.310,58.340919,0.278666273
210090.587,58.358496,0.278389871
210152.573,58.375715,0.277024984
210211.483,58.392079,0.276123941
210271.496,58.408749,0.274660155
210331.888,58.425524,0.273700923
210390.799,58.441889,0.272538036
210449.710,58.458253,0.271812797
210510.046,58.475013,0.270914301
210570.360,58.491767,0.269806594
210629.271,58.508131,0.269142210
210687.936,58.524427,0.264820516
210746.847,58.540791,0.262168825
210807.295,58.557582,0.259920985
210870.572,58.575159,0.256470531
210932.558,58.592377,0.254622370
210991.469,58.608741,0.251033574
211051.716,58.625477,0.248172812
211112.119,58.642255,0.245766029
211170.784,58.658551,0.243579477
211229.695,58.674915,0.240830109
211290.032,58.691675,0.239270717
211350.346,58.708429,0.237965822
211409.257,58.724794,0.235836565
211468.168,58.741158,0.233454242
211527.079,58.757522,0.232073426
211587.516,58.774310,0.230453789
211650.558,58.791822,0.229857072
211712.543,58.809040,0.229246885
211771.454,58.825404,0.227160692
211831.701,58.842139,0.224495701
211892.105,58.858918,0.221392378
211951.016,58.875282,0.219163939
212009.927,58.891646,0.218276590
212070.252,58.908403,0.215957925
212130.331,58.925092,0.213372186
212189.242,58.941456,0.209422514
212248.153,58.957820,0.207450360
212307.064,58.974185,0.203494370
212367.501,58.990973,0.198955484
212429.252,59.008126,0.195137054
212491.238,59.025344,0.192075193
212551.686,59.042135,0.188405663
212611.687,59.058802,0.186306596
212672.091,59.075581,0.183085516
212731.002,59.091945,0.177413136
212789.912,59.108309,0.173245847
212850.238,59.125066,0.168357335
212910.563,59.141823,0.162440509
212969.474,59.158187,0.158291236
213028.139,59.174483,0.152772635
213087.050,59.190847,0.149685040
213147.487,59.207635,0.143016286
213209.238,59.224788,0.139239304
213271.223,59.242006,0.133319087
213331.672,59.258798,0.128294706
213391.907,59.275530,0.123910163
213451.428,59.292063,0.119362466
213510.987,59.308608,0.114266098
213569.898,59.324972,0.110761359
213630.223,59.341729,0.106318131
213690.549,59.358486,0.102837875
213749.459,59.374850,0.100346960
213808.370,59.391214,0.097584903
213867.035,59.407510,0.094798513
213927.472,59.424298,0.090700537
213989.223,59.441451,0.088307817
214051.209,59.458669,0.086431071
214111.657,59.475460,0.085580625
214171.893,59.492192,0.082903545
214232.307,59.508974,0.080537170
214291.218,59.525338,0.078251958
214349.883,59.541634,0.075121261
214410.209,59.558391,0.073361535
214470.534,59.575148,0.070550457
214529.445,59.591512,0.067909047
214588.356,59.607877,0.066059060
214647.267,59.624241,0.064089149
214707.692,59.641026,0.062068094
214769.208,59.658113,0.059469843
214831.194,59.675332,0.055473419
214891.642,59.692123,0.055489585
214951.878,59.708855,0.051185995
215012.293,59.725637,0.044109665
215070.097,59.741694,0.027382562
215129.500,59.758194,0.018118976
215190.194,59.775054,0.005689519
215250.888,59.791913,-0.000452990
215310.291,59.808414,-0.004818755
215369.694,59.824915,-0.014415619
215429.097,59.841416,-0.022947803
215489.791,59.858275,-0.027413118
215547.902,59.874417,-0.037849911
215609.888,59.891636,-0.041311134
215671.873,59.908854,-0.048136365
215732.098,59.925583,-0.053985972
215792.278,59.942299,-0.059057761
215851.189,59.958664,-0.063141227
215910.100,59.975028,-0.066742808
215970.414,59.991782,-0.069558699
216030.751,60.008542,-0.072554998
216089.662,60.024906,-0.073819816
216148.573,60.041270,-0.075169012
216207.238,60.057566,-0.077399477
216267.663,60.074351,-0.076605365
216327.888,60.091080,-0.077112824
216389.874,60.108298,-0.077188112
216451.859,60.125516,-0.077120163
216512.084,60.142246,-0.076924305
216572.510,60.159030,-0.076247349
216631.421,60.175395,-0.075746246
216690.086,60.191690,-0.074902400
216750.400,60.208444,-0.074356597
216810.736,60.225204,-0.073654123
216869.647,60.241569,-0.072992884
216928.558,60.257933,-0.072332866
216987.469,60.274297,-0.071565375
217047.883,60.291079,-0.071219105
217109.282,60.308134,-0.070868626
217169.859,60.324961,-0.070518225
217231.845,60.342179,-0.069787949
217292.069,60.358908,-0.069379110
217352.495,60.375693,-0.067972265
217411.406,60.392057,-0.067006126
217470.317,60.408421,-0.066246286
217530.620,60.425172,-0.064961500
217590.967,60.441935,-0.063934267
217649.632,60.458231,-0.062619917
217708.543,60.474595,-0.061457857
217767.454,60.490960,-0.060848478
217827.869,60.507741,-0.059422219
217888.105,60.524474,-0.058319274
217948.553,60.541265,-0.057022972
218010.539,60.558483,-0.055410881
218072.289,60.575636,-0.054896977
218132.480,60.592356,-0.053467382
218191.391,60.608720,-0.052352961
218250.302,60.625084,-0.050766870
218310.605,60.641835,-0.049631933
218370.953,60.658598,-0.048116561
218429.863,60.674962,-0.046169445
218488.774,60.691326,-0.044189226
218547.439,60.707622,-0.042586561
218607.854,60.724404,-0.040100113
218668.090,60.741136,-0.037745662
218728.538,60.757927,-0.035728209
218790.523,60.775145,-0.034308942
218852.274,60.792298,-0.032843191
218910.621,60.808506,-0.029809225
218970.023,60.825006,-0.025054619
219029.426,60.841507,-0.017857602
219090.120,60.858367,-0.009022807
219150.814,60.875226,-0.001666275
219210.217,60.891727,0.008278682
219269.620,60.908228,0.020068519
219327.670,60.924353,0.037655666
219388.073,60.941132,0.050388433
219448.074,60.957798,0.054181978
219508.523,60.974590,0.056208964
219570.508,60.991808,0.058230270
219632.259,61.008961,0.060064968
219692.696,61.025749,0.063040890
219751.607,61.042113,0.065629378
219810.518,61.058477,0.067799143
219870.809,61.075225,0.071161624
219930.922,61.091923,0.074944131
219989.833,61.108287,0.076929778
220048.744,61.124651,0.080090009
220107.655,61.141015,0.082857199
220168.058,61.157794,0.086211257
220228.305,61.174529,0.089559011
220287.216,61.190893,0.092247643
220349.201,61.208112,0.095984183
220412.244,61.225623,0.101069111
220472.681,61.242411,0.105906941
220531.592,61.258775,0.109167054
220590.502,61.275140,0.113440163
220650.794,61.291887,0.116535779
220711.153,61.308654,0.118337438
220770.064,61.325018,0.120394103
220828.729,61.341314,0.124012262
220889.110,61.358086,0.127589941
220949.379,61.374828,0.131809950
221008.290,61.391192,0.134551451
221067.201,61.407556,0.137550265
221129.186,61.424774,0.140440971
221192.463,61.442351,0.143922262
221252.911,61.459142,0.148064435
221311.576,61.475438,0.150482550
221370.487,61.491802,0.154108375
221430.779,61.508550,0.159698062
221491.138,61.525316,0.161728159
221550.048,61.541680,0.165959999
221608.959,61.558044,0.170211270
221669.329,61.574814,0.174284093
221730.258,61.591738,0.179290265
221788.275,61.607854,0.184254661
221847.185,61.624218,0.189476475
221909.171,61.641436,0.191903189
221972.448,61.659013,0.198165953
222032.896,61.675804,0.203549176
222091.807,61.692169,0.213267818
222150.718,61.708533,0.235003173
222210.452,61.725126,0.240134358
222271.122,61.741978,0.241824985
222330.033,61.758343,0.247044787
222388.944,61.774707,0.251002371
222449.314,61.791476,0.253170341
222509.594,61.808221,0.256615132
222568.505,61.824585,0.258750409
222627.416,61.840949,0.260858715
222689.155,61.858099,0.262266725
222752.432,61.875676,0.265359610
222812.880,61.892467,0.268767208
222871.791,61.908831,0.269651711
222930.702,61.925195,0.274222016
222990.983,61.941940,0.277113065
223051.352,61.958709,0.280789852
223110.263,61.975073,0.284436494
223168.928,61.991369,0.288254857
223229.298,62.008138,0.289953500
223289.578,62.024883,0.291082680
223348.489,62.041247,0.291569352
223407.400,62.057611,0.291758567
223467.848,62.074402,0.291242689
223531.125,62.091979,0.290852398
223593.111,62.109197,0.290305853
223651.775,62.125493,0.289902031
223710.686,62.141857,0.290005863
223770.967,62.158602,0.289667457
223831.337,62.175371,0.289587259
223890.248,62.191735,0.289027303
223949.159,62.208100,0.288032889
224009.517,62.224866,0.287849575
224069.563,62.241545,0.287552893
224128.474,62.257909,0.286771417
224187.385,62.274274,0.285407424
224247.833,62.291065,0.284314662
224311.110,62.308642,0.283211142
224373.096,62.325860,0.282603323
224432.006,62.342224,0.281776607
224490.917,62.358588,0.280942917
224550.952,62.375264,0.280281931
224611.322,62.392034,0.279543340
224670.233,62.408398,0.278312624
224729.143,62.424762,0.277655780
224789.502,62.441528,0.276990175
224849.794,62.458276,0.275698721
224908.705,62.474640,0.274878174
224967.370,62.490936,0.273478240
225027.818,62.507727,0.272348747
225091.095,62.525304,0.268264174
225153.081,62.542522,0.266060889
225211.991,62.558887,0.262452424
225270.902,62.575251,0.258767664
225331.172,62.591992,0.256686330
225391.553,62.608765,0.253461629
225450.218,62.625060,0.251420081
225509.129,62.641425,0.248536050
225569.487,62.658191,0.245282292
225629.779,62.674939,0.243240029
225688.690,62.691303,0.242679611
225747.601,62.707667,0.241225868
225806.511,62.724031,0.240510613
225869.788,62.741608,0.237220012
225933.065,62.759185,0.236039102
225991.976,62.775549,0.234420896
226050.887,62.791913,0.233079374
226111.156,62.808654,0.231505424
226171.537,62.825427,0.229748860
226230.448,62.841791,0.228500962
226289.359,62.858155,0.225354776
226349.706,62.874918,0.224291511
226409.763,62.891601,0.220740050
226468.674,62.907965,0.218088478
226527.585,62.924329,0.214543000
226586.496,62.940693,0.212578058
226648.481,62.957912,0.209602356
226711.758,62.975488,0.205510467
226772.206,62.992280,0.199214533
226831.117,63.008644,0.195015177
226891.141,63.025317,0.190313891
226951.522,63.042089,0.187417462
227010.432,63.058453,0.183383092
227069.343,63.074818,0.180302158
227129.691,63.091581,0.176858626
227189.993,63.108332,0.171180397
227248.904,63.124696,0.167230740
227307.569,63.140991,0.163104475
227366.480,63.157356,0.158864915
227428.466,63.174574,0.150828585
227491.743,63.192151,0.145947747
227552.191,63.208942,0.140156865
227611.102,63.225306,0.136046529
227671.360,63.242044,0.132507116
227731.752,63.258820,0.128047660
227790.417,63.275116,0.122989148
227849.328,63.291480,0.119903229
227909.675,63.308243,0.114584155
227969.978,63.324994,0.110417947
228028.889,63.341358,0.106805861
228087.800,63.357722,0.102928609
228146.711,63.374086,0.099359058
228208.450,63.391236,0.097159743
228271.727,63.408813,0.094594315
228332.175,63.425604,0.090741359
228391.086,63.441968,0.088175721
228451.344,63.458707,0.087021824
228511.736,63.475482,0.085137576
228570.647,63.491846,0.083863825
228629.558,63.508211,0.079869881
228689.660,63.524905,0.077947333
228749.963,63.541656,0.075324744
228808.873,63.558020,0.072776057
228867.784,63.574385,0.071029231
228926.695,63.590749,0.068313442
228987.143,63.607540,0.064885583
229050.420,63.625117,0.063155591
229112.406,63.642335,0.061274443
229171.071,63.658631,0.058917161
229231.329,63.675369,0.058522495
229291.721,63.692145,0.054427147
229350.632,63.708509,0.043271642
229409.420,63.724839,0.029485524
229470.114,63.741698,0.017962495
229530.808,63.758558,0.006305652
229590.211,63.775059,-0.000002391
229649.613,63.791559,-0.003907016
229709.016,63.808060,-0.013548452
229769.710,63.824920,-0.022597224
229830.404,63.841779,-0.031189905
229892.390,63.858997,-0.037639678
229951.301,63.875361,-0.044977926
230011.548,63.892097,-0.049230734
230071.705,63.908807,-0.055529978
230130.616,63.925171,-0.059411239
230189.527,63.941535,-0.063340388
230249.864,63.958295,-0.066301506
230310.178,63.975049,-0.069666669
230369.088,63.991413,-0.072536513
230427.999,64.007778,-0.078419983
230488.179,64.024494,-0.078561444
230548.404,64.041223,-0.079776242
230610.389,64.058441,-0.080885611
230672.375,64.075660,-0.081306785
230731.286,64.092024,-0.081714086
230791.533,64.108759,-0.081397645
230851.936,64.125538,-0.081250057
230910.601,64.141834,-0.081480451
230969.512,64.158198,-0.081005245
231029.849,64.174958,-0.080822006
231090.163,64.191712,-0.079962768
231149.074,64.208076,-0.079080828
231207.984,64.224440,-0.079099320
231268.399,64.241222,-0.078557331
231328.389,64.257886,-0.077887036
231390.374,64.275104,-0.077712499
231452.360,64.292322,-0.077227101
231511.271,64.308686,-0.076459244
231571.518,64.325422,-0.075372577
231631.921,64.342200,-0.075076602
231690.832,64.358564,-0.074544795
231749.743,64.374929,-0.073256813
231809.833,64.391620,-0.072528139
231870.148,64.408374,-0.071984857
231929.058,64.424738,-0.070662037
231987.969,64.441103,-0.070071392
232048.384,64.457884,-0.069215596
232108.620,64.474617,-0.068903849
232169.068,64.491408,-0.067639690
232231.054,64.508626,-0.066623930
232291.256,64.525349,-0.065781496
232351.503,64.542084,-0.065377146
232411.906,64.558863,-0.064851910
232470.817,64.575227,-0.063550487
232529.728,64.591591,-0.063620746
232590.053,64.608348,-0.062925432
232650.378,64.625105,-0.061447363
232709.043,64.641401,-0.060333285
232767.954,64.657765,-0.058882177
232828.369,64.674547,-0.057580704
232888.605,64.691279,-0.056842841
232949.053,64.708070,-0.054521482
233011.038,64.725288,-0.053026138
233071.487,64.742080,-0.051577024
233131.723,64.758812,-0.050200135
233191.891,64.775525,-0.049599446
233250.802,64.791889,-0.048303984
233309.713,64.808254,-0.043445453
233370.038,64.825011,-0.037587723
233430.615,64.841838,-0.032221491
233490.135,64.858371,-0.026196079
233549.538,64.874872,-0.017318575
233610.232,64.891731,-0.008366095
233670.926,64.908591,-0.001486517
233730.329,64.925091,0.009744766
233789.732,64.941592,0.021113129
233849.135,64.958093,0.038135249
233911.708,64.975474,0.050041184
233972.122,64.992256,0.053080853
234030.787,65.008552,0.055059537
234089.698,65.024916,0.056911293
234150.023,65.041673,0.059473416
234210.348,65.058430,0.061629120
234269.259,65.074794,0.064819530
234328.170,65.091158,0.067317605
234388.574,65.107937,0.070146956
234448.575,65.124604,0.073866226
234509.023,65.141395,0.076129369
234571.008,65.158613,0.079746690
234631.457,65.175405,0.083606757
234691.692,65.192137,0.084780589
234752.107,65.208919,0.087991945
234811.018,65.225283,0.092387773
234869.929,65.241647,0.095447980
234930.008,65.258336,0.098622642
234990.333,65.275093,0.101921879
235049.244,65.291457,0.107379273
235108.155,65.307821,0.108428352
235168.559,65.324600,0.111716710
235228.806,65.341335,0.114462189
235287.717,65.357699,0.118254967
235349.702,65.374917,0.121482350
235411.442,65.392067,0.123609900
235471.678,65.408799,0.126271516
235532.092,65.425581,0.130696505
235591.003,65.441945,0.133956119
235649.914,65.458309,0.135262385
235710.228,65.475063,0.138175517
235770.570,65.491825,0.140696205
235829.229,65.508119,0.143359065
235888.140,65.524483,0.146998420
235948.544,65.541262,0.149101071
236008.790,65.557997,0.151097715
236067.701,65.574361,0.155579165
236129.687,65.591580,0.160127401
236191.673,65.608798,0.166625947
236251.662,65.625462,0.169990934
236312.077,65.642244,0.173851535
236370.988,65.658608,0.177254245
236429.899,65.674972,0.182874471
236490.213,65.691726,0.186624348
236550.549,65.708486,0.189375147
236609.460,65.724850,0.193923786
236668.125,65.741146,0.197675332
236728.529,65.757925,0.203091413
236788.776,65.774660,0.211604685
236847.686,65.791024,0.230993450
236909.672,65.808242,0.234122470
236971.658,65.825460,0.240472123
237031.882,65.842189,0.244803935
237092.308,65.858974,0.248088375
237150.973,65.875270,0.252685368
237209.884,65.891634,0.254591852
237270.198,65.908388,0.256306559
237330.534,65.925148,0.258643687
237389.445,65.941513,0.259548694
237448.356,65.957877,0.262267977
237508.748,65.974652,0.263567433
237569.007,65.991391,0.264795721
237627.918,66.007755,0.265856087
237688.366,66.024546,0.265377462
237750.351,66.041764,0.264571339
237811.867,66.058852,0.264659405
237872.293,66.075637,0.264650553
237931.204,66.092001,0.264733016
237990.115,66.108365,0.265040249
238050.535,66.125149,-0.054254871
238082.232,66.133953,-0.066531546
