t_s,t_h,V
102092.716,28.359088,-0.111006811
102151.381,28.375384,-0.110189721
102210.292,28.391748,-0.108500987
102270.596,28.408499,-0.107133500
102330.943,28.425262,-0.106284000
102389.855,28.441626,-0.105406724
102448.766,28.457990,-0.104804084
102508.325,28.474535,-0.103417970
102567.846,28.491068,-0.102149773
102628.082,28.507801,-0.100928277
102688.531,28.524592,-0.100208156
102750.516,28.541810,-0.098937448
102812.267,28.558963,-0.098515984
102872.705,28.575751,-0.097633548
102931.616,28.592116,-0.096294738
102990.281,28.608411,-0.095292240
103050.585,28.625162,-0.093729436
103110.932,28.641926,-0.092650108
103169.844,28.658290,-0.091162354
103228.755,28.674654,-0.089507125
103287.666,28.691018,-0.087637700
103348.070,28.707797,-0.086156033
103408.071,28.724464,-0.084079944
103468.520,28.741255,-0.083111390
103530.506,28.758474,-0.081610993
103592.257,28.775627,-0.079068091
103652.694,28.792415,-0.078620143
103711.605,28.808779,-0.076349452
103770.517,28.825143,-0.074776180
103830.809,28.841891,-0.071721669
103890.922,28.858589,-0.070348181
103949.833,28.874954,-0.069192015
104008.744,28.891318,-0.066480234
104067.655,28.907682,-0.064172082
104128.059,28.924461,-0.061277561
104188.306,28.941196,-0.058800064
104247.217,28.957560,-0.051436413
104309.203,28.974779,-0.040432014
104371.077,28.991966,-0.028646225
104430.592,29.008498,-0.000677198
104489.995,29.024999,0.009887581
104549.398,29.041500,0.025170539
104610.093,29.058359,0.027768224
104670.787,29.075219,0.029783463
104730.191,29.091720,0.031979881
104789.242,29.108123,0.034659138
104849.114,29.124754,0.036118345
104909.384,29.141496,0.038683157
104968.295,29.157860,0.040643100
105027.206,29.174224,0.043042894
105089.192,29.191442,0.046490125
105152.470,29.209019,0.049704263
105212.918,29.225811,0.053226147
105271.829,29.242175,0.056517549
105330.494,29.258471,0.060271803
105390.787,29.275218,0.064209383
105451.146,29.291985,0.066902362
105510.057,29.308349,0.070615560
105568.968,29.324713,0.074102692
105629.338,29.341483,0.077365540
105689.619,29.358228,0.081178531
105748.285,29.374523,0.085618928
105807.196,29.390888,0.089794286
105869.182,29.408106,0.093538500
105932.459,29.425683,0.097304363
105992.908,29.442474,0.101593345
106051.819,29.458839,0.105338052
106110.730,29.475203,0.108363092
106171.011,29.491948,0.113225251
106231.135,29.508649,0.116923317
106290.047,29.525013,0.121109955
106348.958,29.541377,0.122902878
106409.328,29.558147,0.127418898
106469.609,29.574891,0.130067304
106528.520,29.591256,0.133365780
106587.432,29.607620,0.138459563
106647.880,29.624411,0.143269435
106711.158,29.641988,0.147201896
106772.897,29.659138,0.150234044
106831.809,29.675502,0.156046316
106890.720,29.691867,0.163150638
106951.001,29.708611,0.176885381
107011.371,29.725381,0.184973493
107070.283,29.741745,0.188497007
107129.194,29.758109,0.194151178
107189.318,29.774811,0.196409874
107249.599,29.791555,0.200103760
107308.510,29.807920,0.203458980
107367.422,29.824284,0.206782550
107427.870,29.841075,0.210732765
107491.148,29.858652,0.215191454
107553.134,29.875870,0.228708401
107612.045,29.892235,0.231939346
107670.710,29.908531,0.232933939
107730.991,29.925275,0.235039987
107791.362,29.942045,0.239678860
107850.273,29.958409,0.241247028
107909.184,29.974773,0.243278012
107969.543,29.991540,0.245105766
108029.836,30.008288,0.248480082
108088.501,30.024584,0.249542162
108147.412,30.040948,0.251150101
108207.861,30.057739,0.251452252
108271.138,30.075316,0.251231492
108333.124,30.092534,0.250538230
108392.036,30.108899,0.250291258
108450.947,30.125263,0.250336766
108510.982,30.141939,0.250932604
108571.352,30.158709,0.250796616
108630.263,30.175073,0.250807226
108689.175,30.191437,0.250315070
108749.534,30.208204,0.249727592
108809.826,30.224952,0.249327317
108868.737,30.241316,0.249119043
108927.402,30.257612,0.248818338
108987.851,30.274403,0.248221450
109051.128,30.291980,0.247658417
109113.114,30.309198,0.246960357
109172.025,30.325563,0.246776134
109230.937,30.341927,0.246533930
109291.206,30.358668,0.246633984
109351.588,30.375441,0.245910808
109410.253,30.391737,0.245408356
109469.164,30.408101,0.242692068
109529.523,30.424868,0.239664473
109589.815,30.441615,0.238042802
109648.727,30.457980,0.235552132
109707.638,30.474344,0.233458906
109766.549,30.490708,0.231988579
109829.827,30.508285,0.229988791
109893.104,30.525862,0.228224918
109952.015,30.542226,0.226381049
110010.926,30.558591,0.225016475
110071.196,30.575332,0.223136462
110131.578,30.592105,0.221964732
110190.489,30.608469,0.220639467
110249.400,30.624833,0.218656033
110309.513,30.641532,0.217501476
110369.806,30.658279,0.216366455
110428.717,30.674644,0.214448765
110487.628,30.691008,0.213228032
110546.539,30.707372,0.211957216
110608.525,30.724590,0.210797936
110671.803,30.742167,0.209478959
110732.251,30.758959,0.207819059
110790.917,30.775255,0.206617460
110851.186,30.791996,0.204845160
110911.568,30.808769,0.202311262
110970.479,30.825133,0.200140312
111029.390,30.841497,0.199028194
111089.738,30.858261,0.198029324
111150.042,30.875012,0.196565390
111208.707,30.891307,0.195349932
111267.618,30.907672,0.194479257
111326.530,30.924036,0.193156257
111388.515,30.941254,0.192104518
111451.793,30.958831,0.190613523
111512.241,30.975623,0.188798517
111571.153,30.991987,0.186199993
111631.411,31.008725,0.183608733
111691.558,31.025433,0.179638714
111750.469,31.041797,0.176335439
111809.380,31.058161,0.172037616
111869.728,31.074925,0.164454713
111930.032,31.091675,0.159562156
111988.943,31.108040,0.157137588
112047.608,31.124336,0.149930522
112106.519,31.140700,0.144096464
112168.505,31.157918,0.138847664
112231.783,31.175495,0.134347625
112292.231,31.192287,0.132075086
112351.143,31.208651,0.127922595
112411.401,31.225389,0.124901682
112471.794,31.242165,0.120269500
112530.459,31.258461,0.117840968
112589.371,31.274825,0.115261063
112649.719,31.291589,0.111831106
112710.022,31.308340,0.107902125
112768.934,31.324704,0.105148457
112827.845,31.341068,0.101306796
112886.510,31.357364,0.097323954
112948.496,31.374582,0.095286444
113011.774,31.392159,0.092185736
113072.222,31.408951,0.090072274
113131.133,31.425315,0.087692104
113191.392,31.442053,0.084815510
113251.785,31.458829,0.082127184
113310.696,31.475193,0.078349032
113369.361,31.491489,0.076824002
113429.709,31.508253,0.074574459
113490.012,31.525003,0.071849376
113548.924,31.541368,0.068258218
113607.835,31.557732,0.065582342
113666.746,31.574096,0.062434573
113728.486,31.591246,0.059478372
113790.472,31.608464,0.058055934
113852.212,31.625614,0.056356590
113911.123,31.641979,0.054581299
113971.382,31.658717,0.052539380
114031.775,31.675493,0.050418280
114090.686,31.691857,0.049635764
114149.597,31.708221,0.047772661
114210.000,31.725000,0.045547821
114270.003,31.741667,0.044712737
114328.914,31.758032,0.043028437
114387.825,31.774396,0.041458089
114449.073,31.791409,0.036735386
114509.768,31.808269,0.024840249
114570.462,31.825128,0.009074312
114629.866,31.841629,-0.003404964
114689.269,31.858130,-0.010772197
114749.963,31.874990,-0.018395937
114810.658,31.891849,-0.028378667
114870.061,31.908350,-0.034380805
114929.587,31.924885,-0.040994968
114989.924,31.941646,-0.045038663
115050.239,31.958400,-0.051167514
115109.150,31.974764,-0.057161737
115167.815,31.991060,-0.062921368
115226.726,32.007424,-0.067732133
115287.175,32.024215,-0.067529377
115350.452,32.041792,-0.068673514
115412.438,32.059011,-0.068667598
115471.350,32.075375,-0.071340650
115531.597,32.092110,-0.070565563
115592.001,32.108889,-0.069561854
115650.666,32.125185,-0.069376893
115709.577,32.141549,-0.068409652
115769.914,32.158309,-0.068071876
115830.228,32.175063,-0.067076556
115889.140,32.191428,-0.066454187
115948.051,32.207792,-0.065827318
116006.962,32.224156,-0.065560572
116067.165,32.240879,-0.063928634
116130.442,32.258456,-0.062561296
116192.428,32.275674,-0.061360516
116251.339,32.292039,-0.059725817
116311.586,32.308774,-0.057442488
116371.990,32.325553,-0.056306183
116430.901,32.341917,-0.054104399
116489.813,32.358281,-0.051912490
116549.903,32.374973,-0.050508872
116610.218,32.391727,-0.049066260
116669.129,32.408091,-0.047767155
116728.040,32.424456,-0.047036201
116786.951,32.440820,-0.045367632
116847.389,32.457608,-0.044033574
116909.140,32.474761,-0.042091388
116971.126,32.491979,-0.038674567
117031.328,32.508702,-0.036239360
117091.576,32.525438,-0.034398621
117151.980,32.542217,-0.030547110
117210.030,32.558342,-0.028704965
117269.433,32.574843,-0.027509779
117330.128,32.591702,-0.026166858
117390.822,32.608562,-0.022762274
117450.225,32.625063,-0.020929063
117509.628,32.641563,-0.017213941
117569.032,32.658064,-0.013468341
117629.726,32.674924,-0.011811564
117690.421,32.691783,-0.009535650
117749.824,32.708284,-0.005388040
117809.227,32.724785,0.003848119
117869.921,32.741645,0.009300985
117930.616,32.758504,0.011990323
117990.019,32.775005,0.013830682
118049.422,32.791506,0.020341137
118110.116,32.808366,0.024782762
118170.811,32.825225,0.027112810
118230.214,32.841726,0.032895468
118288.264,32.857851,0.035146534
118347.175,32.874215,0.037723109
118407.367,32.890935,0.040663969
118469.118,32.908088,0.041861838
118531.104,32.925307,0.042633204
118591.552,32.942098,0.043554422
118651.788,32.958830,0.045020267
118712.203,32.975612,0.046668954
118771.114,32.991976,0.048348922
118830.024,33.008340,0.050318535
118890.104,33.025029,0.051839540
118950.429,33.041786,0.053540781
119009.340,33.058150,0.055811692
119068.251,33.074514,0.058047023
119128.654,33.091293,0.059684921
119188.901,33.108028,0.062302794
119247.812,33.124392,0.065675318
119309.797,33.141610,0.069062658
119371.537,33.158760,0.072242044
119431.773,33.175492,0.075055238
119492.187,33.192274,0.078354076
119551.098,33.208638,0.083185717
119610.009,33.225003,0.085972115
119670.323,33.241756,0.090351067
119730.660,33.258517,0.093445055
119789.324,33.274812,0.096818298
119848.235,33.291176,0.100238807
119908.639,33.307955,0.103782453
119968.886,33.324690,0.108671874
120027.796,33.341055,0.113410644
120089.782,33.358273,0.116268374
120151.768,33.375491,0.118630677
120211.992,33.392220,0.122051645
120272.172,33.408937,0.126035452
120331.083,33.425301,0.129610881
120389.993,33.441665,0.133245617
120450.307,33.458419,0.137176253
120510.644,33.475179,0.140377775
120569.555,33.491543,0.143083066
120628.465,33.507907,0.147475377
120688.623,33.524617,0.150735833
120748.870,33.541353,0.153902933
120807.781,33.557717,0.158664897
120869.766,33.574935,0.162195951
120931.752,33.592153,0.168511271
120991.976,33.608882,0.173973821
121052.402,33.625667,0.182717890
121111.313,33.642031,0.192392021
121170.224,33.658395,0.199405819
121230.292,33.675081,0.203146413
121290.628,33.691841,0.206766292
121349.539,33.708205,0.211771309
121408.450,33.724569,0.213407367
121468.842,33.741345,0.215362400
121529.100,33.758083,0.219900355
121588.011,33.774447,0.224483550
121649.751,33.791597,0.235897154
121711.736,33.808816,0.239555106
121771.961,33.825545,0.240976386
121832.386,33.842330,0.243668988
121891.297,33.858694,0.245148212
121950.208,33.875058,0.246708170
122010.511,33.891809,0.248771787
122070.858,33.908572,0.252230406
122129.903,33.924973,0.253946856
122188.434,33.941232,0.256722271
122248.826,33.958007,0.256378442
122309.084,33.974746,0.258530349
122367.995,33.991110,0.263280869
122428.443,34.007901,0.265584916
122490.429,34.025119,0.266617969
122552.180,34.042272,0.268396214
122612.617,34.059060,0.268265724
122671.281,34.075356,0.267776310
122730.192,34.091720,0.267477006
122790.495,34.108471,0.267703369
122850.843,34.125234,0.267984539
122909.754,34.141598,0.267630190
122968.664,34.157962,0.267603725
123029.045,34.174735,0.267587259
123089.069,34.191408,0.267194211
123147.980,34.207772,0.267078251
123208.428,34.224563,0.266824171
123270.413,34.241782,0.266475558
123332.164,34.258934,0.265954241
123392.601,34.275723,0.265481830
123451.512,34.292087,0.265058905
123510.423,34.308451,0.264137775
123570.480,34.325133,0.263798207
123630.827,34.341896,0.263831347
123689.738,34.358261,0.262873501
123748.649,34.374625,0.261920840
123809.030,34.391397,0.260924250
123869.299,34.408139,0.260183007
123928.210,34.424503,0.259569019
123988.412,34.441226,0.258563131
124050.398,34.458444,0.254279718
124112.149,34.475597,0.250898391
124172.586,34.492385,0.248333946
124231.497,34.508749,0.246172205
124290.407,34.525113,0.244066775
124350.699,34.541861,0.241018765
124411.058,34.558627,0.239819705
124469.723,34.574923,0.238898486
124528.634,34.591287,0.237288266
124589.015,34.608060,0.235619865
124649.284,34.624801,0.234257683
124708.195,34.641165,0.232619181
124767.106,34.657529,0.231737226
124829.091,34.674748,0.230010122
124892.368,34.692325,0.229238659
124952.571,34.709047,0.227125630
125011.481,34.725412,0.225114614
125070.392,34.741776,0.221829087
125130.684,34.758523,0.219328351
125191.043,34.775290,0.217430472
125249.954,34.791654,0.215009511
125308.865,34.808018,0.212761462
125369.000,34.824722,0.211194493
125429.269,34.841464,0.209173366
125488.180,34.857828,0.208071202
125547.091,34.874192,0.206394389
125609.077,34.891410,0.205051988
125672.354,34.908987,0.203943454
125732.802,34.925778,0.201990902
125791.713,34.942142,0.201704234
125850.624,34.958507,0.200460464
125910.669,34.975186,0.199561715
125971.028,34.991952,0.197228894
126029.939,35.008316,0.196063906
126088.850,35.024681,0.193689317
126149.220,35.041450,0.192467742
126209.500,35.058195,0.188292310
126268.411,35.074559,0.183567449
126327.076,35.090855,0.179780513
126389.062,35.108073,0.174950525
126452.339,35.125650,0.169844143
126512.787,35.142441,0.164656371
126571.698,35.158805,0.157295957
126630.609,35.175169,0.153238788
126690.889,35.191914,0.147876337
126751.259,35.208683,0.141564399
126809.924,35.224979,0.137477636
126868.835,35.241343,0.132138595
126929.205,35.258112,0.126633659
126989.485,35.274857,0.122209653
127048.396,35.291221,0.117192522
127107.307,35.307585,0.114187263
127167.755,35.324376,0.110587876
127231.032,35.341953,0.108779363
127292.772,35.359103,0.104835235
127351.682,35.375467,0.101605825
127410.593,35.391831,0.098652989
127470.874,35.408576,0.095267419
127531.244,35.425345,0.092482343
127590.155,35.441710,0.089818008
127649.065,35.458074,0.087667465
127709.189,35.474775,0.085116446
127769.470,35.491519,0.082709208
127828.381,35.507884,0.080088541
127887.292,35.524248,0.078789108
127947.740,35.541039,0.075289231
128011.017,35.558616,0.073748954
128073.002,35.575834,0.072201423
128131.913,35.592198,0.067534678
128189.930,35.608314,0.065293338
128250.859,35.625239,0.063798357
128311.229,35.642008,0.061712939
128370.140,35.658372,0.060490426
128429.050,35.674736,0.058163181
128489.409,35.691503,0.055018267
128549.701,35.708250,0.053314321
128608.612,35.724614,0.051424783
128667.277,35.740910,0.048804957
128727.725,35.757701,0.046854790
128791.002,35.775278,0.045941886
128852.987,35.792497,0.043125667
128911.898,35.808861,0.040710311
128970.809,35.825225,0.036763091
129029.905,35.841640,0.022106282
129090.599,35.858500,0.008674610
129150.002,35.875000,0.001802458
129209.404,35.891501,-0.003055881
129270.098,35.908361,-0.016621068
129330.793,35.925220,-0.023568764
129390.195,35.941721,-0.031515956
129447.507,35.957641,-0.037600935
129507.944,35.974429,-0.044447295
129569.695,35.991582,-0.049446093
129631.681,36.008800,-0.056392193
129691.883,36.025523,-0.058346383
129750.794,36.041887,-0.057255834
129811.063,36.058629,-0.057851309
129871.444,36.075401,-0.059093621
129930.355,36.091765,-0.058001429
129989.266,36.108129,-0.058480673
130049.614,36.124893,-0.057829583
130109.916,36.141643,-0.057065852
130168.581,36.157939,-0.056698233
130227.492,36.174303,-0.056701757
130287.929,36.191091,-0.056331065
130349.680,36.208244,-0.054788539
130411.666,36.225463,-0.054008301
130472.114,36.242254,-0.052812282
130531.025,36.258618,-0.050866097
130591.283,36.275356,-0.049601778
130651.429,36.292064,-0.048640590
130710.340,36.308428,-0.047742024
130769.251,36.324792,-0.046944413
130829.598,36.341555,-0.046603151
130889.901,36.358306,-0.045537826
130948.812,36.374670,-0.045125157
131007.723,36.391034,-0.044576939
131069.195,36.408110,-0.042900223
131129.665,36.424907,-0.040894561
131191.650,36.442125,-0.040063769
131252.099,36.458916,-0.037002102
131311.009,36.475280,-0.034703851
131371.268,36.492019,-0.032958895
131431.140,36.508650,-0.031997833
131489.956,36.524988,-0.029639782
131549.359,36.541489,-0.027761197
131610.053,36.558348,-0.024660329
131670.747,36.575208,-0.019680418
131730.150,36.591708,-0.017462591
131789.553,36.608209,-0.014453200
131850.247,36.625069,-0.012328235
131910.941,36.641928,-0.010499536
131970.344,36.658429,-0.007951299
132029.747,36.674930,-0.004953718
132089.150,36.691431,0.001324610
132149.844,36.708290,0.006533176
132210.538,36.725150,0.011316932
132269.941,36.741650,0.017193971
132329.344,36.758151,0.022718057
132390.038,36.775011,0.022664496
132450.733,36.791870,0.024898687
132509.029,36.808063,0.035577822
132567.694,36.824359,0.037119053
132628.119,36.841144,0.038286986
132688.344,36.857873,0.041499771
132750.330,36.875092,0.042368948
132812.315,36.892310,0.042926356
132871.226,36.908674,0.044461045
132931.473,36.925409,0.045575399
132991.877,36.942188,0.047006439
133050.542,36.958484,0.049438994
133109.452,36.974848,0.051137611
133169.789,36.991608,0.052845495
133230.103,37.008362,0.054851919
133289.014,37.024726,0.056994162
133347.925,37.041090,0.059210319
133408.340,37.057872,0.062267788
133468.329,37.074536,0.065464601
133530.315,37.091754,0.068281218
133592.301,37.108972,0.072891943
133651.211,37.125337,0.076663390
133711.459,37.142072,0.080215335
133771.862,37.158851,0.083368219
133830.773,37.175215,0.086871162
133889.684,37.191579,0.090362944
133950.009,37.208336,0.096020069
134010.088,37.225025,0.098303184
134068.999,37.241389,0.101048633
134127.910,37.257753,0.104330130
134188.325,37.274535,0.109055586
134248.561,37.291267,0.110792644
134309.009,37.308058,0.116451580
134370.995,37.325276,0.120903023
134431.443,37.342067,0.123811431
134491.444,37.358734,0.127663799
134551.847,37.375513,0.131127119
134610.758,37.391877,0.134133667
134669.669,37.408241,0.136969507
134729.994,37.424998,0.141446210
134790.320,37.441755,0.143929109
134849.230,37.458120,0.146890953
134908.141,37.474484,0.149350226
134968.310,37.491197,0.154094309
135028.546,37.507929,0.159507230
135088.994,37.524721,0.165007547
135150.980,37.541939,0.167695940
135211.428,37.558730,0.172081769
135271.664,37.575462,0.179314911
135332.078,37.592244,0.189823091
135390.989,37.608608,0.196927637
135449.654,37.624904,0.202846915
135509.980,37.641661,0.206555091
135570.305,37.658418,0.209692642
135629.216,37.674782,0.212506115
135688.127,37.691146,0.215738639
135748.530,37.707925,0.220107265
135808.777,37.724660,0.223486185
135868.980,37.741383,0.229210936
135930.965,37.758601,0.240028992
135991.414,37.775393,0.242268056
136051.649,37.792125,0.244372927
136112.064,37.808907,0.245811939
136170.975,37.825271,0.249403581
136229.886,37.841635,0.254113883
136290.200,37.858389,0.255114481
136350.536,37.875149,0.256961465
136409.201,37.891445,0.257484734
136468.112,37.907809,0.260434538
136528.516,37.924588,0.263988763
136588.762,37.941323,0.266833782
136647.673,37.957687,0.268102497
136709.659,37.974905,0.271662921
136771.645,37.992123,0.276962936
136831.869,38.008853,0.279228896
136892.049,38.025569,0.280134678
136950.960,38.041933,0.281567186
137009.871,38.058297,0.281930149
137070.185,38.075051,0.281792611
137130.521,38.091812,0.281238854
137189.432,38.108176,0.281334609
137248.343,38.124540,0.281723022
137308.501,38.141250,0.282302424
137368.748,38.157985,0.281742185
137427.659,38.174350,0.281323254
137489.644,38.191568,0.281074643
137551.630,38.208786,0.280890912
137611.854,38.225515,0.280624256
137672.280,38.242300,0.280082524
137731.191,38.258664,0.279174894
137790.102,38.275028,0.278250933
137850.170,38.291714,0.277434051
137910.507,38.308474,0.276612312
137969.417,38.324838,0.276212513
138028.328,38.341202,0.275583744
138088.721,38.357978,0.274477988
138148.979,38.374716,0.274066776
138207.890,38.391080,0.273200005
138269.629,38.408230,0.272503763
138331.615,38.425449,0.271258324
138391.839,38.442178,0.270176575
138452.265,38.458963,0.269564658
138511.176,38.475327,0.266688913
138570.087,38.491691,0.264292717
138630.390,38.508442,0.261506170
138690.737,38.525205,0.258993834
138749.402,38.541501,0.256922215
138808.313,38.557865,0.253271282
138868.706,38.574640,0.250733227
138928.964,38.591379,0.248805717
138987.874,38.607743,0.247064069
139048.323,38.624534,0.244925000
139110.308,38.641752,0.242432214
139172.059,38.658905,0.240829267
139232.250,38.675625,0.238522351
139291.161,38.691989,0.236900017
139350.072,38.708353,0.234886244
139410.375,38.725104,0.232065246
139470.722,38.741867,0.230300426
139529.633,38.758231,0.228396997
139588.935,38.774704,0.226659000
139648.690,38.791303,0.224302366
139708.948,38.808041,0.222675726
139767.859,38.824405,0.219737530
139828.307,38.841197,0.217847176
139891.584,38.858773,0.215671375
139953.570,38.875992,0.214255467
140012.481,38.892356,0.212483451
140071.146,38.908652,0.209721252
140130.056,38.925016,0.207914039
140190.359,38.941766,0.205995791
140250.707,38.958530,0.204734266
140309.618,38.974894,0.203420460
140368.529,38.991258,0.202034816
140428.910,39.008030,0.198811583
140488.933,39.024704,0.197964326
140547.844,39.041068,0.194030851
140608.292,39.057859,0.188163072
140671.569,39.075436,0.181966230
140733.554,39.092654,0.178508386
140792.465,39.109018,0.170539200
140851.376,39.125382,0.162665769
140910.287,39.141746,0.155555904
140970.344,39.158429,0.149803944
141030.691,39.175192,0.145343423
141089.602,39.191556,0.140862793
141148.513,39.207920,0.135058373
141208.894,39.224693,0.131021991
141269.164,39.241434,0.126152009
141328.074,39.257798,0.122326180
141388.277,39.274521,0.117989779
141451.554,39.292098,0.114691265
141513.539,39.309316,0.110929698
141572.450,39.325681,0.108000055
141631.361,39.342045,0.104602605
141690.272,39.358409,0.101863004
141750.563,39.375157,0.098827802
141810.922,39.391923,0.095983222
141869.587,39.408219,0.092594169
141928.498,39.424583,0.089797907
141988.879,39.441355,0.087325133
142049.148,39.458097,0.083950162
142108.059,39.474461,0.081053749
142166.970,39.490825,0.078996509
142228.956,39.508043,0.076301962
142292.233,39.525620,0.073142312
142352.435,39.542343,0.073310062
142411.346,39.558707,0.070653901
142470.257,39.575071,0.068938322
142530.549,39.591819,0.065363917
142590.907,39.608585,0.061561041
142649.818,39.624950,0.058744024
142708.729,39.641314,0.056733314
142768.864,39.658018,0.055462435
142829.134,39.674759,0.052277330
142888.045,39.691124,0.050863352
142946.956,39.707488,0.048584189
143008.941,39.724706,0.045895126
143072.218,39.742283,0.045199286
143132.667,39.759074,0.043682557
143191.577,39.775438,0.039024703
143249.136,39.791427,0.027896954
143309.830,39.808286,0.015667923
143370.524,39.825146,0.005908340
143429.927,39.841646,-0.000143653
143489.330,39.858147,-0.008370391
143550.024,39.875007,-0.018751597
143610.718,39.891866,-0.028137311
143668.030,39.907786,-0.034459125
143726.941,39.924150,-0.042877067
143788.927,39.941369,-0.051276911
143852.204,39.958945,-0.058219349
143912.652,39.975737,-0.060375646
143971.563,39.992101,-0.066066489
144030.474,40.008465,-0.071165517
144090.755,40.025210,-0.073584747
144150.879,40.041911,-0.075059108
144209.790,40.058275,-0.077604830
144268.701,40.074639,-0.078568347
144329.071,40.091409,-0.079440679
144389.351,40.108153,-0.080382191
144448.262,40.124517,-0.080307402
144506.927,40.140813,-0.080600470
144568.913,40.158031,-0.080638692
144632.190,40.175608,-0.080136593
144692.638,40.192400,-0.080057032
144751.549,40.208764,-0.079444110
144810.460,40.225128,-0.079148166
144870.741,40.241873,-0.077792820
144931.111,40.258642,-0.076261334
144989.776,40.274938,-0.075649664
145048.687,40.291302,-0.075627677
145109.058,40.308072,-0.075328730
145169.339,40.324816,-0.074673310
145228.250,40.341180,-0.073905900
145287.161,40.357545,-0.073499069
145347.609,40.374336,-0.072892487
145410.887,40.391913,-0.072336137
145472.627,40.409063,-0.072213382
145531.538,40.425427,-0.071988076
145590.449,40.441791,-0.071049407
145650.730,40.458536,-0.069651831
145711.100,40.475306,-0.068582490
145770.011,40.491670,-0.068063214
145828.922,40.508034,-0.067531690
145889.046,40.524735,-0.067023914
145949.327,40.541480,-0.066966988
146008.238,40.557844,-0.066379003
146067.149,40.574208,-0.066085443
146127.598,40.590999,-0.065520480
146190.875,40.608576,-0.064500831
146252.861,40.625795,-0.064072505
146311.772,40.642159,-0.063452460
146370.437,40.658455,-0.062206868
146430.718,40.675199,-0.062094618
146491.088,40.691969,-0.060728259
146550.000,40.708333,-0.059825681
146608.911,40.724697,-0.059758302
146669.270,40.741464,-0.059613751
146729.562,40.758212,-0.058953453
146788.228,40.774508,-0.057945564
146847.139,40.790872,-0.056548182
146907.588,40.807663,-0.053560570
146970.865,40.825240,-0.049770623
147032.851,40.842459,-0.045253504
147091.762,40.858823,-0.040589884
147150.673,40.875187,-0.037719920
147209.769,40.891603,-0.031048980
147270.464,40.908462,-0.022852436
147329.867,40.924963,-0.016240213
147389.270,40.941464,-0.005557256
147449.965,40.958324,0.002608817
147510.659,40.975183,0.013533504
147570.062,40.991684,0.026895259
147627.375,41.007604,0.036466077
147687.577,41.024327,0.044487866
147750.855,41.041904,0.046717498
147812.840,41.059122,0.048200101
147871.752,41.075487,0.050168101
147930.663,41.091851,0.052339770
147990.933,41.108592,0.054394256
148051.314,41.125365,0.057604566
148110.225,41.141729,0.060535342
148168.890,41.158025,0.062591106
148229.249,41.174792,0.065338243
148289.541,41.191539,0.068358846
148348.453,41.207904,0.071873672
148407.364,41.224268,0.075055331
148467.801,41.241056,0.076531097
148529.552,41.258209,0.079752084
148591.538,41.275427,0.083081320
148651.741,41.292150,0.085903868
148710.652,41.308515,0.089897208
148770.922,41.325256,0.093345210
148831.304,41.342029,0.095978759
148890.215,41.358393,0.098439291
148949.126,41.374757,0.102623515
149009.474,41.391521,0.106780879
149069.531,41.408203,0.108939558
149128.443,41.424567,0.112106092
149187.354,41.440932,0.116579510
149247.791,41.457720,0.120321706
149309.543,41.474873,0.123063121
149371.529,41.492091,0.125382893
149431.977,41.508883,0.127554089
149489.865,41.524963,0.130705528
149550.912,41.541920,0.134960555
149611.294,41.558693,0.137035981
149670.205,41.575057,0.140621498
149729.116,41.591421,0.142690435
149789.464,41.608185,0.147324093
149849.768,41.624935,0.150001600
149909.328,41.641480,0.154267661
149967.344,41.657596,0.158483669
150027.782,41.674384,0.160312228
150089.533,41.691537,0.163705818
150151.519,41.708755,0.167438388
150211.968,41.725547,0.170497701
150270.879,41.741911,0.174692139
150331.137,41.758649,0.180134140
150391.530,41.775425,0.186505675
150450.195,41.791721,0.191208780
150509.106,41.808085,0.198996902
150569.454,41.824848,0.206187256
150629.757,41.841599,0.211223051
150688.669,41.857964,0.215292811
150747.580,41.874328,0.219072536
150808.006,41.891113,0.224745162
150869.523,41.908201,0.229781300
150931.509,41.925419,0.239506193
150991.957,41.942210,0.241729945
151050.869,41.958575,0.242532253
151111.127,41.975313,0.244281404
151171.520,41.992089,0.248166591
151230.431,42.008453,0.248240530
151289.342,42.024817,0.249347121
151349.444,42.041512,0.249820516
151409.748,42.058263,0.250187337
151468.659,42.074627,0.249676391
151527.570,42.090992,0.249014556
151587.997,42.107777,0.249706969
151648.222,42.124506,0.249619901
151710.208,42.141724,0.249687463
151772.194,42.158943,0.249230370
151830.859,42.175239,0.248594865
151891.117,42.191977,0.248275623
151951.510,42.208753,0.247833937
152010.421,42.225117,0.247089610
152069.333,42.241481,0.242523327
152129.669,42.258242,0.238804840
152189.984,42.274996,0.236987919
152248.649,42.291291,0.234509736
152307.561,42.307656,0.232617363
152367.987,42.324441,0.231096864
152428.212,42.341170,0.229309335
152490.198,42.358388,0.227655515
152552.184,42.375607,0.225537002
152612.409,42.392336,0.223190039
152672.835,42.409121,0.221312508
152731.500,42.425417,0.217936367
152790.412,42.441781,0.215407401
152849.323,42.458145,0.213854209
152909.660,42.474905,0.211759038
152969.974,42.491659,0.210219011
153028.885,42.508024,0.208593965
153087.797,42.524388,0.206523940
153147.977,42.541105,0.204076596
153208.202,42.557834,0.202591524
153270.188,42.575052,0.201206520
153332.174,42.592270,0.199256271
153392.399,42.609000,0.198407687
153452.825,42.625785,0.196406424
153511.736,42.642149,0.194204554
153570.647,42.658513,0.191390529
153629.307,42.674807,0.188745864
153689.649,42.691569,0.186236896
