Time_s,Bridge_BridgeSidsteTest,TempActual_C,TempTarget_C
75793,NaN,24.485,24.48
75849,NaN,24.474,24.472
75903.48163658,56.70440196991,NaN,NaN
75955.1364518,54.22745645046,NaN,NaN
76011,NaN,24.45,24.45
76063.61157882,49.3316501379,NaN,NaN
76117.84911574,-0.3122803173028,NaN,NaN
76172.0865751,43.30802336335,NaN,NaN
76226.32415622,39.65686634183,NaN,NaN
76278,NaN,24.429,24.413
76334,NaN,24.411,24.405
76386.45407512,22.5255638361,NaN,NaN
76439,NaN,24.395,24.39
76494.92915112,12.02058792114,NaN,NaN
76546.58394998,6.352421361953,NaN,NaN
76601,NaN,24.361,24.368
76657.64179594,-0.2252135745948,NaN,NaN
76711.87931578,-1.006177510135,NaN,NaN
76763.53410606,-7.922130636871,NaN,NaN
76818,NaN,24.35,24.337
76872.00918668,-15.49348607659,NaN,NaN
76926.24679012,-20.79596184194,NaN,NaN
76980,NaN,24.321,24.315
77032.13906964,-26.59150585532,NaN,NaN
77086.37653096,-37.4358817935,NaN,NaN
77141,NaN,24.304,24.293
77194.85156398,-52.48082056642,NaN,NaN
77249.08902618,-54.09630015492,NaN,NaN
77303.32651686,-56.92100897431,NaN,NaN
77357.56406204,-58.82788076997,NaN,NaN
77414.3843857,-62.55057454109,NaN,NaN
77466.03918462,-80.79648762941,NaN,NaN
77520.27663372,-81.69566839933,NaN,NaN
77574.5141393,-82.73852616549,NaN,NaN
77628,NaN,24.225,24.225
77682.98908394,-78.54056358337,NaN,NaN
77737.2266237,-3.5776195582,NaN,NaN
77789,NaN,24.223,24.203
77843.1188917,-86.66881173849,NaN,NaN
77899.93914472,-87.28548139334,NaN,NaN
77951.59391622,-87.99895644188,NaN,NaN
78005.83142086,-3.793223993853,NaN,NaN
78062,NaN,24.164,24.165
78114.3065471,-90.76014906168,NaN,NaN
78169,NaN,24.145,24.15
78224,NaN,24.155,24.142
78277.01900528,-93.66641193628,NaN,NaN
78331.25642452,-94.55743432045,NaN,NaN
78385,NaN,24.121,24.12
78437.1486925,-95.94145417213,NaN,NaN
78491.38612596,-97.03294932842,NaN,NaN
78545.62360658,-84.28879082203,NaN,NaN
78599.86102256,-4.584613721818,NaN,NaN
78654.09851866,-99.79020804167,NaN,NaN
78708.3360357,-101.3031080365,NaN,NaN
78762.5735218,-4.985803738236,NaN,NaN
78816.81099744,-105.0234884024,NaN,NaN
78871.04837524,-109.6638962626,NaN,NaN
78926,NaN,24.054,24.045
78982,NaN,24.047,24.037
79033.7607436,-5.547728389502,NaN,NaN
79087.99821428,-116.7230606079,NaN,NaN
79142.23553946,-116.4452508092,NaN,NaN
79194,NaN,24.017,24.008
79249,NaN,24,24
79304.947937,-116.6241541505,NaN,NaN
79359.18538052,-116.900511086,NaN,NaN
79413.42291002,-5.357214715332,NaN,NaN
79470.24309532,-44.21766847372,NaN,NaN
79522,NaN,23.977,23.962
79578,NaN,23.967,23.954
79630.37276686,-115.0521561503,NaN,NaN
79684,NaN,23.941,23.939
79738.84756808,-113.8700172305,NaN,NaN
79792,NaN,23.916,23.925
79847,NaN,23.911,23.917
79903,NaN,23.907,23.909
79955.79726506,-111.3685667515,NaN,NaN
80009,NaN,23.905,23.894
80064.27207414,-109.656393528,NaN,NaN
80115.9267099,-4.815794993192,NaN,NaN
80170,NaN,23.863,23.872
80224.40169674,-108.0768406391,NaN,NaN
80278.63922454,-106.9387793541,NaN,NaN
80332.87671144,-106.2800511718,NaN,NaN
80388,NaN,23.834,23.842
80441.3514972,-4.581519402564,NaN,NaN
80494,NaN,23.832,23.827
80549.82640106,-104.0654629469,NaN,NaN
80601.48109588,-103.6070138216,NaN,NaN
80655.71855728,-102.9151752591,NaN,NaN
80709.9560385,-102.1289229393,NaN,NaN
80762,NaN,23.798,23.79
80818,NaN,23.792,23.782
80873,NaN,23.783,23.774
80926.90575534,-99.34619069099,NaN,NaN
80981.143193,-99.05280172825,NaN,NaN
81035,NaN,23.759,23.752
81087.03530158,-97.30412811041,NaN,NaN
81141.27272956,-96.83146327734,NaN,NaN
81195.51016856,-3.732391400263,NaN,NaN
81247.16500904,-95.78412026167,NaN,NaN
81302,NaN,23.719,23.715
81355.63992876,-94.57632899284,NaN,NaN
81409.87724256,-94.0819978714,NaN,NaN
81466.6972881,-90.99927544594,NaN,NaN
81520,NaN,23.692,23.685
81575,NaN,23.684,23.677
81631,NaN,23.675,23.669
81686,NaN,23.66,23.661
81737.88460146,-48.71231690049,NaN,NaN
81793,NaN,23.665,23.647
81846.3595552,-42.88837686181,NaN,NaN
81899,NaN,23.64,23.632
81955,NaN,23.629,23.624
82009.07181376,-37.09938377142,NaN,NaN
82063.30921844,-30.46718612313,NaN,NaN
82117.546618,-1.319043571129,NaN,NaN
82172,NaN,23.593,23.594
82228,NaN,23.6,23.586
82280.25868786,-24.50233325362,NaN,NaN
82334,NaN,23.568,23.572
82388.73344532,-23.92538823187,NaN,NaN
82440.38799302,-0.9118934976868,NaN,NaN
82495,NaN,23.555,23.549
82551,NaN,23.56,23.541
82603.10029776,-17.78675243258,NaN,NaN
82656,NaN,23.545,23.527
82711.57505052,-0.8193279500119,NaN,NaN
82763.22976196,-13.21747899055,NaN,NaN
82818,NaN,23.504,23.504
82874,NaN,23.499,23.497
82928.52452626,-7.613949477673,NaN,NaN
82980.17906806,-0.5570973153226,NaN,NaN
83036.99918198,-4.888197872788,NaN,NaN
83091.23654926,-0.5260511534289,NaN,NaN
83143,NaN,23.461,23.459
83198,NaN,23.465,23.452
83251.36602398,-0.5835607880726,NaN,NaN
83305.60336094,0.5272025009617,NaN,NaN
83360,NaN,23.435,23.429
83416,NaN,23.422,23.421
83468.31544568,3.174265380949,NaN,NaN
83522.55284928,-0.5869974265806,NaN,NaN
83577,NaN,23.411,23.399
83633,NaN,23.404,23.391
83685.26494986,8.655348792672,NaN,NaN
83739,NaN,23.387,23.376
83793.7397182,-0.4435668815859,NaN,NaN
83847.9771063,-0.0003313180059195,NaN,NaN
83900,NaN,23.368,23.354
83956,NaN,23.35,23.346
84008.10660524,15.24808630347,NaN,NaN
84062,NaN,23.329,23.332
84117,NaN,23.319,23.324
84170.81869152,19.2380938679,NaN,NaN
84223,NaN,23.314,23.309
84279,NaN,23.306,23.301
84330.9479402,24.26289580762,NaN,NaN
84385,NaN,23.294,23.287
84439.42253242,34.87714007497,NaN,NaN
84491.0771084,1.51536881458,NaN,NaN
84547,NaN,23.264,23.264
84602.1345462,1.994902733713,NaN,NaN
84656.37184108,2.15184642002,NaN,NaN
84709,NaN,23.25,23.242
84764.84649548,62.91946768761,NaN,NaN
84816.5010476,66.77187234163,NaN,NaN
84870.7383004,71.79441303015,NaN,NaN
84924.97568626,3.000252414495,NaN,NaN
84976.63036558,81.08051121235,NaN,NaN
85032,NaN,23.204,23.197
85085.1050387,89.8272395134,NaN,NaN
85139.342429,3.787143388763,NaN,NaN
85196.1625882,1.608273480088,NaN,NaN
85249,NaN,23.173,23.167
85302.05465854,104.05036062,NaN,NaN
85358.8748108,108.1898733974,NaN,NaN
85411,NaN,23.136,23.144
85464.76672172,114.0085980296,NaN,NaN
85519.00414614,-0.4269553464837,NaN,NaN
85573,NaN,23.128,23.122
85626,NaN,23.104,23.114
85681.71640738,121.7816323042,NaN,NaN
85734,NaN,23.104,23.099
85787.60850018,126.3129413128,NaN,NaN
85841.84590658,129.0003210306,NaN,NaN
85896,NaN,23.086,23.077
85947.73795646,132.030710578,NaN,NaN
86003,NaN,23.08,23.062
86056.2126564,135.7783824205,NaN,NaN
86109,NaN,23.058,23.047
86164.68725272,138.0602270365,NaN,NaN
86218.92453182,139.4306719303,NaN,NaN
86270.5792102,5.303413141519,NaN,NaN
86325,NaN,23.022,23.017
86379.05384358,140.0670856237,NaN,NaN
86433.29126622,139.3505334854,NaN,NaN
86487.52863246,138.9638930559,NaN,NaN
86539.18325446,5.608935840428,NaN,NaN
86594,NaN,22.984,22.98
86648,NaN,22.973,22.972
86701.89534008,134.8784267902,NaN,NaN
86756.13270782,5.807920824736,NaN,NaN
86810.37008716,5.195727106184,NaN,NaN
86863,NaN,22.941,22.942
86918.8448876,130.2179247141,NaN,NaN
86973.08228532,128.6122649908,NaN,NaN
87024.7368858,127.8879791498,NaN,NaN
87080,NaN,22.935,22.912
87133.21167424,123.7840801477,NaN,NaN
87187.44905726,-0.2200581657235,NaN,NaN
87242,NaN,22.892,22.89
87295.92381134,118.2665526867,NaN,NaN
87349,NaN,22.88,22.875
87405,NaN,22.881,22.867
87458.6360132,110.9396442771,NaN,NaN
87510.29065368,108.8509187102,NaN,NaN
87565,NaN,22.838,22.845
87618.7653955,100.912027061,NaN,NaN
87673.00280634,97.99894690514,NaN,NaN
87727.24016216,95.13126313686,NaN,NaN
87781.47754036,85.0118175149,NaN,NaN
87835.71485316,66.61468744278,NaN,NaN
87889,NaN,22.808,22.8
87941.60688306,60.22722274065,NaN,NaN
87998.42685116,2.162842079997,NaN,NaN
88051,NaN,22.786,22.778
88104.31872672,54.76218834519,NaN,NaN
88158.5560731,54.16950210929,NaN,NaN
88212.79341954,52.37244069576,NaN,NaN
88267.03076484,50.1052364707,NaN,NaN
88321.26809592,1.675632200204,NaN,NaN
88375,NaN,22.732,22.733
88427.15993164,41.21095314622,NaN,NaN
88483.97995906,1.238483819179,NaN,NaN
88537,NaN,22.708,22.71
88589.8718625,31.96209296584,NaN,NaN
88644.10927852,29.62651848793,NaN,NaN
88698.34662112,0.8730480913073,NaN,NaN
88752,NaN,22.686,22.68
88806.82143786,22.96447940171,NaN,NaN
88861,NaN,22.676,22.665
88912.71337542,21.73586376011,NaN,NaN
88969.53348078,19.8700837791,NaN,NaN
89023,NaN,22.661,22.642
89078.00809452,17.05932430923,NaN,NaN
89129.66268032,0.2334787131986,NaN,NaN
89183.8999667,0.4221535054967,NaN,NaN
89238.1373192,11.80942170322,NaN,NaN
89292,NaN,22.615,22.605
89346,NaN,22.588,22.598
89400.84940076,5.618555471301,NaN,NaN
89452.50407238,3.982114139944,NaN,NaN
89506.74141888,-0.1856896706158,NaN,NaN
89563,NaN,22.563,22.567
89617.79867026,-0.3375974483788,NaN,NaN
89672.0360027,-0.3811306669377,NaN,NaN
89726.2733747,-0.7777409045957,NaN,NaN
89780.5107186,-11.91169302911,NaN,NaN
89834,NaN,22.531,22.53
89888.98542828,-18.16534437239,NaN,NaN
89942,NaN,22.522,22.515
89994.87727094,-22.81400561333,NaN,NaN
90049.11468652,-25.40571987629,NaN,NaN
90103.35210302,-27.96350978315,NaN,NaN
90157.58941128,-31.22529014945,NaN,NaN
90214.40949668,-35.53815931082,NaN,NaN
90266.06405196,-1.52937497478,NaN,NaN
90320.30141192,-59.13247540593,NaN,NaN
90375,NaN,22.454,22.455
90428.77603732,-80.97867667675,NaN,NaN
90483.01342352,-81.95874840021,NaN,NaN
90537.25076364,-82.73660391569,NaN,NaN
90590,NaN,22.434,22.425
90645,NaN,22.419,22.417
90699.96268172,-3.619194962084,NaN,NaN
90752,NaN,22.404,22.402
90808.4373745,-88.08760344982,NaN,NaN
90862.67470644,-89.02930468321,NaN,NaN
90916.9120356,-90.07570892572,NaN,NaN
90971.1493899,-90.61589092016,NaN,NaN
91024,NaN,22.37,22.365
91077.04137592,-92.39419549704,NaN,NaN
91131.27870898,-95.01351416111,NaN,NaN
91185.51609272,-96.0345864296,NaN,NaN
91237.17067528,-0.3781518316828,NaN,NaN
91293.99076894,-0.5178015562706,NaN,NaN
91347,NaN,22.328,22.32
91402.46541788,-100.6384268403,NaN,NaN
91458,NaN,22.302,22.304
91513.522849,-104.1206195951,NaN,NaN
91565.17742208,-105.254650116,NaN,NaN
91620,NaN,22.287,22.282
91673.65199188,-4.32981364429,NaN,NaN
91727.8892559,-4.45778016001,NaN,NaN
91782,NaN,22.265,22.259
91833.78118942,-125.2333521843,NaN,NaN
91888.01850826,-137.7420127392,NaN,NaN
91942,NaN,22.248,22.237
91996.49298708,-144.6883678436,NaN,NaN
92050.73031686,-146.8280702829,NaN,NaN
92104.96763186,-148.8080620766,NaN,NaN
92159,NaN,22.219,22.207
92215,NaN,22.223,22.199
92267.67946968,-155.3848683834,NaN,NaN
92321.91675696,-157.9451858997,NaN,NaN
92377,NaN,22.193,22.177
92430.39130774,-169.8623299599,NaN,NaN
92483,NaN,22.183,22.162
92539,NaN,22.167,22.154
92593.10321622,-175.9001612663,NaN,NaN
92645,NaN,22.146,22.139
92700,NaN,22.131,22.132
92753.2325687,-8.467752486467,NaN,NaN
92806,NaN,22.112,22.117
92862,NaN,22.109,22.109
92915.94458622,-197.868257761,NaN,NaN
92968,NaN,22.086,22.094
93024,NaN,22.08,22.087
93078.65700538,-229.314416647,NaN,NaN
93132.89453564,-231.5521985292,NaN,NaN
93186,NaN,22.052,22.064
93238.78703272,-11.04869320989,NaN,NaN
93293.02455928,-108.1410944462,NaN,NaN
93347,NaN,22.047,22.042
93401.49985336,-238.737270236,NaN,NaN
93455.73747536,-239.8981750011,NaN,NaN
93509,NaN,22.025,22.019
93563,NaN,22.014,22.012
93618.45041014,-11.4434696734,NaN,NaN
93670.10526858,-241.8248355389,NaN,NaN
93724.34284982,-241.9411242008,NaN,NaN
93778.5805189,-241.4838224649,NaN,NaN
93832,NaN,21.975,21.975
93884.47296,-241.2656098604,NaN,NaN
93938.7105827,-241.316139698,NaN,NaN
93994,NaN,21.958,21.952
94047.18556502,-240.8064305782,NaN,NaN
94104.0059458,-240.4504269361,NaN,NaN
94158.24357428,-240.3825819492,NaN,NaN
94211,NaN,21.937,21.922
94266.7186873,-10.77936030924,NaN,NaN
94318.37367232,-239.0283644199,NaN,NaN
94372.61139204,-238.9571666718,NaN,NaN
94426.84898914,-238.6251688004,NaN,NaN
94479,NaN,21.892,21.885
94534,NaN,21.882,21.877
94586.97916054,-10.29327418655,NaN,NaN
94641.21681246,-9.557449258864,NaN,NaN
94695.45447552,-235.599398613,NaN,NaN
94749.6921323,-235.4048788548,NaN,NaN
94803.92971382,-235.4079782963,NaN,NaN
94858.16736752,-10.42478438467,NaN,NaN
94912,NaN,21.822,21.825
94964.05987096,-234.5201075077,NaN,NaN
95020.8803501,-233.6367815733,NaN,NaN
95073,NaN,21.809,21.802
95129,NaN,21.791,21.794
95184,NaN,21.792,21.787
95237.83092028,-231.3224971294,NaN,NaN
95292.0685894,-231.0614585876,NaN,NaN
95348.8889276,-229.3683737516,NaN,NaN
95401,NaN,21.774,21.757
95454.78144794,-227.6383340359,NaN,NaN
95509.01907546,-225.4669219255,NaN,NaN
95563,NaN,21.75,21.734
95614.91152652,-219.2267626524,NaN,NaN
95671,NaN,21.748,21.719
95724,NaN,21.747,21.712
95777.6243984,-204.6490460634,NaN,NaN
95831.86203468,-201.3188898563,NaN,NaN
95886,NaN,21.739,21.689
95940.33727922,-195.5854594707,NaN,NaN
95994.5749254,-192.9141879082,NaN,NaN
96048.81258818,-8.670741692185,NaN,NaN
96103.05023958,-188.1783902645,NaN,NaN
96157.28786072,-185.2794438601,NaN,NaN
96211.52548266,-183.0026060343,NaN,NaN
96265.7632017,-181.7435771227,NaN,NaN
96320,NaN,21.61,21.629
96371.65579134,-178.1299561262,NaN,NaN
96426,NaN,21.585,21.614
96480.13118012,-174.8384982347,NaN,NaN
96532,NaN,21.594,21.6
96587,NaN,21.612,21.592
96642.84414408,-169.5257127285,NaN,NaN
96694.4990503,-5.773726850748,NaN,NaN
96751.31951816,-165.751054883,NaN,NaN
96804,NaN,21.593,21.562
96857.2122009,-157.9668521881,NaN,NaN
96911.44994418,-151.808694005,NaN,NaN
96965.68767718,-145.5114781857,NaN,NaN
97017.34274978,-141.9739872217,NaN,NaN
97072,NaN,21.529,21.525
97125.81811298,-133.7917894125,NaN,NaN
97180.05583436,-4.749211482704,NaN,NaN
97234,NaN,21.485,21.502
97288.53099098,-124.9124780297,NaN,NaN
97344,NaN,21.482,21.487
97397.00625426,-89.87662196159,NaN,NaN
97451.24389988,-3.191872965544,NaN,NaN
97506,NaN,21.483,21.464
97559.7191954,-78.36250215769,NaN,NaN
97613,NaN,21.461,21.45
97668,NaN,21.446,21.442
97719.84951584,-2.299789339304,NaN,NaN
97774.0871623,-60.10799109936,NaN,NaN
97829,NaN,21.431,21.419
97882.56248834,-53.19964885712,NaN,NaN
97934.21743336,-51.86395347118,NaN,NaN
97990,NaN,21.439,21.397
98042.69275036,-1.662833034061,NaN,NaN
98096.93042594,-1.884163357317,NaN,NaN
98152,NaN,21.391,21.375
98205.4057579,-39.19792175293,NaN,NaN
98258,NaN,21.381,21.36
98313.8812105,-35.52316874266,NaN,NaN
98368.11892256,-32.82797336578,NaN,NaN
98420,NaN,21.363,21.337
98475,NaN,21.343,21.33
98528.24930806,-27.61651948094,NaN,NaN
98585.06973724,-25.35979449749,NaN,NaN
98637,NaN,21.305,21.307
98693,NaN,21.297,21.299
98747.7828173,-1.162432250567,NaN,NaN
98799.43769834,-19.99216526747,NaN,NaN
98855,NaN,21.258,21.277
98910.49580866,-17.48731359839,NaN,NaN
98962.15073786,-16.41021296382,NaN,NaN
99016.38845178,-15.26254136115,NaN,NaN
99070.62615584,-0.7059083436616,NaN,NaN
99124.8638884,-0.6565330550075,NaN,NaN
99178,NaN,21.239,21.232
99234,NaN,21.21,21.224
99287.57703818,-8.927574381232,NaN,NaN
99341.81472992,-8.778411895037,NaN,NaN
99398.63520388,-7.35007179901,NaN,NaN
99450.29022478,-6.446421612054,NaN,NaN
99504.52799956,-5.42728882283,NaN,NaN
99561.34842778,-4.542996641248,NaN,NaN
99613.003334,-3.060585586354,NaN,NaN
99667.24101028,-0.5049692117609,NaN,NaN
99721.47870102,-0.5914620123804,NaN,NaN
99774,NaN,21.14,21.149
99827.37143198,1.235729316249,NaN,NaN
99882,NaN,21.121,21.134
99935.84695292,5.402133800089,NaN,NaN
99991,NaN,21.121,21.119
100044.32238086,5.622085183859,NaN,NaN
100096,NaN,21.099,21.105
100152.79783306,7.827977649868,NaN,NaN
100207.03553978,9.361194446683,NaN,NaN
100259,NaN,21.11,21.082
100314,NaN,21.112,21.074
100367.16598916,12.83659227192,NaN,NaN
100421.4036249,14.87752888352,NaN,NaN
100476,NaN,21.072,21.052
100529.87898452,17.44472794235,NaN,NaN
100582,NaN,21.053,21.037
100638.35424538,26.70499682426,NaN,NaN
100692.5919173,21.23596146703,NaN,NaN
100744.2468452,0.6488579092547,NaN,NaN
100801.06735724,0.6565330550075,NaN,NaN
100855,NaN,21.017,20.999
100907,NaN,20.978,20.992
100963.7804277,18.80806311965,NaN,NaN
101018.01811544,-0.2985310857184,NaN,NaN
101072.25581508,0.6774968351237,NaN,NaN
101126.49355148,17.3423178494,NaN,NaN
101179,NaN,20.955,20.954
101234,NaN,20.944,20.946
101286.62389394,0.1728773495415,NaN,NaN
101340,NaN,20.936,20.932
101395.09933964,12.04764842987,NaN,NaN
101448,NaN,20.926,20.917
101502,NaN,20.906,20.909
101557.81248768,10.06949041039,NaN,NaN
101609.4674279,0.270135467872,NaN,NaN
101663.70511054,0.1158283848781,NaN,NaN
101717.94290028,6.1139841564,NaN,NaN
101770,NaN,20.86,20.872
101823.8355559,3.385143587366,NaN,NaN
101878.07331796,2.477059140801,NaN,NaN
101932,NaN,20.836,20.85
101986.548821,-0.1844288344728,NaN,NaN
102040.7866222,-0.168848579051,NaN,NaN
102093,NaN,20.828,20.827
102146.67928986,-2.63178255409,NaN,NaN
102200.91705706,-4.240327980369,NaN,NaN
102255,NaN,20.81,20.805
102306.80980748,-6.718387361616,NaN,NaN
102361.04753622,-7.998483255506,NaN,NaN
102417,NaN,20.787,20.782
102472,NaN,20.789,20.775
102526.34348108,-12.27936986834,NaN,NaN
102578,NaN,20.778,20.76
102634.81888196,-0.6776116788387,NaN,NaN
102689,NaN,20.752,20.744
102740.71162858,-17.10776053369,NaN,NaN
102795,NaN,20.731,20.73
102849.18709246,-19.11461725831,NaN,NaN
102901,NaN,20.73,20.715
102956,NaN,20.727,20.707
103011.90033802,-23.54548126459,NaN,NaN
103063.55529338,-0.08602137677372,NaN,NaN
103118,NaN,20.693,20.685
103172.03081592,-1.185114379041,NaN,NaN
103224,NaN,20.683,20.67
103280.50620384,-32.61695802212,NaN,NaN
103334.74394974,-35.53194925189,NaN,NaN
103388.98170998,-39.09497708082,NaN,NaN
103443.21944674,-1.447801943868,NaN,NaN
103497,NaN,20.633,20.632
103551.69486218,-73.35384935141,NaN,NaN
103605.93256204,-89.40295875072,NaN,NaN
103658,NaN,20.608,20.61
103711.82528618,-95.99740058184,NaN,NaN
103766.06303542,-98.09295833111,NaN,NaN
103820,NaN,20.619,20.587
103871.9557282,-103.0852794647,NaN,NaN
103928.77616106,-104.5326665044,NaN,NaN
103983.01382684,-106.601819396,NaN,NaN
104037.2515501,-3.431759541854,NaN,NaN
104093,NaN,20.555,20.549
104145.72691016,-111.143797636,NaN,NaN
104199.96456762,-112.2916936874,NaN,NaN
104254.20233278,-114.3010705709,NaN,NaN
104305.85724212,-116.715438664,NaN,NaN
104361,NaN,20.512,20.512
104414.33259838,-121.9982877374,NaN,NaN
104467,NaN,20.493,20.497
104522.80798162,-127.0853430033,NaN,NaN
104577.04568526,-129.3127536774,NaN,NaN
104628.70063136,-133.1403553486,NaN,NaN
104684,NaN,20.479,20.467
104737.1760064,-137.124478817,NaN,NaN
104791.41366928,-144.5426642895,NaN,NaN
104846,NaN,20.448,20.445
104899.889047,-160.4223400354,NaN,NaN
104951.54402178,-6.786431185901,NaN,NaN
105008.36449584,-8.895490318537,NaN,NaN
105062.6022367,-7.602792233229,NaN,NaN
105116.83989842,-208.9460492134,NaN,NaN
105173.6603947,-215.1797711849,NaN,NaN
105225.31541416,-217.4121439457,NaN,NaN
105279.55315908,-221.3269472122,NaN,NaN
105333.79086212,-223.2402414083,NaN,NaN
105386,NaN,20.38,20.37
105442,NaN,20.347,20.362
105493.9212646,-228.253826499,NaN,NaN
105547,NaN,20.35,20.347
105603,NaN,20.346,20.34
105656.63450674,-233.2475185394,NaN,NaN
105710.87229456,-236.8763834238,NaN,NaN
105767.69276334,-237.720862031,NaN,NaN
105821,NaN,20.328,20.309
105873.58531784,-240.5108511448,NaN,NaN
105927.8230362,-242.6710128784,NaN,NaN
105982,NaN,20.297,20.287
106033.71561162,-246.1026012897,NaN,NaN
106088,NaN,20.282,20.272
106143,NaN,20.268,20.265
106196.428801,-253.3626556396,NaN,NaN
106250.6664298,-257.1147680283,NaN,NaN
106305,NaN,20.225,20.242
106360,NaN,20.206,20.235
106415.96215162,-288.5250747204,NaN,NaN
106467.61712394,-13.0471540615,NaN,NaN
106521.85485532,-166.5398031473,NaN,NaN
106576.0925799,-296.940267086,NaN,NaN
106629,NaN,20.188,20.197
106685,NaN,20.183,20.189
106738.80550946,-304.0091693401,NaN,NaN
106793.04315568,-310.7135295868,NaN,NaN
106849.86360436,-314.4197463989,NaN,NaN
106903,NaN,20.174,20.159
106955.75619512,-321.390658617,NaN,NaN
107009.99387206,-1.493053161539,NaN,NaN
107064.23164542,-335.268497467,NaN,NaN
107115.8865277,-346.6472029686,NaN,NaN
107171,NaN,20.136,20.122
107226,NaN,20.131,20.114
107278.59954204,-367.9755628109,NaN,NaN
107332.83726644,-375.1809298992,NaN,NaN
107387,NaN,20.098,20.092
107438.729875,-19.13766376674,NaN,NaN
107493,NaN,20.082,20.077
107547.2051505,-399.8265266418,NaN,NaN
107601.4429141,-402.9611051083,NaN,NaN
107655.68060804,-404.0940403938,NaN,NaN
107709.91833772,-404.7924280167,NaN,NaN
107764.15612586,-21.72742038965,NaN,NaN
107818.3938551,-21.23194374144,NaN,NaN
107871,NaN,20.026,20.025
107926.86926688,-413.4186506271,NaN,NaN
107981.10689584,-412.6633107662,NaN,NaN
108033,NaN,20.005,20.002
108088,NaN,19.992,20.006
108141.23730018,-13.91702983528,NaN,NaN
108195,NaN,19.935,20.02
108250,NaN,19.922,20.028
108303.9503331,-411.765307188,NaN,NaN
108356,NaN,19.921,20.043
108411,NaN,19.945,20.05
108464.08085948,-411.3633036613,NaN,NaN
108518,NaN,19.99,20.065
108573,NaN,20.028,20.073
108626.79402684,-408.8702201843,NaN,NaN
108679,NaN,20.076,20.087
108735,NaN,20.085,20.095
108789.50725254,-404.9723148346,NaN,NaN
108841.1621513,-404.26415205,NaN,NaN
108896,NaN,20.119,20.118
108949.63757392,-19.49751004577,NaN,NaN
109003,NaN,20.143,20.132
109058.1129675,-399.3224203587,NaN,NaN
109109.7678981,-397.5602388382,NaN,NaN
109165,NaN,20.171,20.155
109220,NaN,20.177,20.163
109275.06370306,-391.2278711796,NaN,NaN
109329.30138284,-389.4675374031,NaN,NaN
109383.53908428,-389.2356455326,NaN,NaN
109437,NaN,20.196,20.193
109492.01443274,-380.8524906635,NaN,NaN
109544,NaN,20.209,20.208
109597.9071022,-365.8087551594,NaN,NaN
109652.14476078,-360.9493374825,NaN,NaN
109705,NaN,20.232,20.23
109758.03743624,-356.1574816704,NaN,NaN
109814.85796418,-352.4090051651,NaN,NaN
109866.5128947,-350.0163853168,NaN,NaN
109922,NaN,20.267,20.26
109977.57096328,-343.9698219299,NaN,NaN
110029.22586426,-1.022668555379,NaN,NaN
110083.463594,-337.3861610889,NaN,NaN
110137.70126414,-334.9702060223,NaN,NaN
110190,NaN,20.295,20.297
110243.59386888,-14.98118788004,NaN,NaN
110298,NaN,20.306,20.312
110352.06927342,-324.0690231323,NaN,NaN
110406.30706966,-321.5329349041,NaN,NaN
110460.54473386,-318.9097344875,NaN,NaN
110513,NaN,20.336,20.342
110566.43731726,-311.9617700577,NaN,NaN
110620.67498778,-310.1823031902,NaN,NaN
110674.91262564,-306.0102164745,NaN,NaN
110731.7330434,-301.641523838,NaN,NaN
110785.97075274,-295.5650389194,NaN,NaN
110840,NaN,20.41,20.388
110894.44608766,-10.57358086109,NaN,NaN
110947,NaN,20.42,20.403
111000.33864006,-240.5252605677,NaN,NaN
111054.5764036,-232.3169708252,NaN,NaN
111108.81416072,-225.0567227602,NaN,NaN
111160.46918668,-222.1487611532,NaN,NaN
111215,NaN,20.449,20.44
111268.94465238,-212.9917740822,NaN,NaN
111321,NaN,20.453,20.454
111377.4201726,-207.4920386076,NaN,NaN
111431.65791204,-204.3889611959,NaN,NaN
111485.8956407,-6.812784820795,NaN,NaN
111540.13333366,-195.6034898758,NaN,NaN
111593,NaN,20.481,20.492
111646.02599446,-193.5596764088,NaN,NaN
111702.8465285,-191.0489499569,NaN,NaN
111757.08432814,-188.2643401623,NaN,NaN
111810,NaN,20.537,20.522
111865,NaN,20.556,20.53
111919.7973601,-7.331633009017,NaN,NaN
111971.45235698,-180.4971396923,NaN,NaN
112027,NaN,20.553,20.552
112079.92779772,-176.5449345112,NaN,NaN
112134.16549496,-175.1726418734,NaN,NaN
112188,NaN,20.583,20.575
112240.0582831,-170.1067686081,NaN,NaN
112296.87869666,-166.6670441628,NaN,NaN
112351,NaN,20.586,20.597
112405,NaN,20.613,20.605
112459.5918905,-4.997464828193,NaN,NaN
112512,NaN,20.634,20.62
112565.48461472,-111.32927984,NaN,NaN
112619.7223816,-3.878436051309,NaN,NaN
112673.96005308,-85.70792526007,NaN,NaN
112725.61501696,-78.84748280048,NaN,NaN
112780,NaN,20.672,20.657
112834.09029432,-0.7350072846748,NaN,NaN
112888.32792472,-2.91440798901,NaN,NaN
112945.1483473,-2.758947899565,NaN,NaN
112998,NaN,20.688,20.687
113051.04093188,-50.04522204399,NaN,NaN
113105.2785833,-47.12551832199,NaN,NaN
113159,NaN,20.722,20.71
113211.17130174,-42.91359335184,NaN,NaN
113265.40886006,-40.77532142401,NaN,NaN
113321,NaN,20.766,20.732
113373.88426824,-34.5916710794,NaN,NaN
